Endereço	galpao	Local	Nível	Posição	LP/Série	Código	Descrição	Cen	Dep	Status	Qtde
PATIOCEN	6	T5	-	CENTRO	170163	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	142262	397968	TRANSFORMADOR DISTR MONOF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	162602	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172201	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175464	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172256	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	173443	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	165551	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	160191	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	160810	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156515	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	145566	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169528	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	165937	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166270	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	153600	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151227	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	146347	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	157720	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	174584	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	167511	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158294	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	143773	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169677	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	146882	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175497	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	155229	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	163201	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	148746	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	163151	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	147851	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171101	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175803	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	139165	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169896	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137747	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	113119	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166143	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	175228	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	173334	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171106	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	139862	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169666	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137741	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	163777	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172504	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	150755	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	142245	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169041	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	140929	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	170004	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	163795	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158511	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	158841	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	157860	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	153928	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	135661	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172494	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	174374	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151172	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175369	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	162065	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	172206	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	166066	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	166367	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	146871	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	152418	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	151553	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	154465	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	165196	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	161781	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	153953	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	163739	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	174236	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169900	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151458	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	140084	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172444	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171373	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171243	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	147521	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	122437	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	149426	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158737	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	150082	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	138664	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137491	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	166895	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	139851	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137498	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	165541	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	170457	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	168301	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151925	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172119	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	160779	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	170430	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	160148	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137158	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171195	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	174792	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	160262	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	143142	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	154577	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	174785	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	161711	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	139320	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	162504	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143560	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	144304	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	173893	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	174664	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143750	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	175580	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172726	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	162537	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	154579	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	174314	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175481	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	157575	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	146201	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151605	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	152216	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	154743	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	165758	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	150388	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	146670	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	143007	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	142828	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158900	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169916	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169035	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158908	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175174	397022	TRANSFORMADOR DISTR TRIF 45,0KVA AP BL	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143483	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166304	397145	TRANSFORMADOR DISTR TRIF 112,5KVA 6/13KV	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	146334	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175640	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175400	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	144236	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	174140	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171396	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175112	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	168324	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	142719	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	164355	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151276	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	170306	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	142655	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169983	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	173997	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	147937	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	132926	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171263	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	131746	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	171953	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	159860	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	162068	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	165592	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	127351	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	168791	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	157636	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137466	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	120143	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158630	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	173725	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151541	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151580	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143706	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	133931	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156615	397970	TRANSFORMADOR DISTR TRIF 15KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	141796	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	151234	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143448	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	153914	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	138221	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	172002	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158758	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	149524	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	149668	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137394	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	144893	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	45398	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	163445	395041	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	6	T5	-	DIREITO	-	356501	SECCIONALIZADOR AUTOM 15,0KV 200A	11	15	-	241
PATIOCEN	6	T5	-	CENTRO	-	999002	SUCATA CONJ MEDICAO ENCAPSULADO	11	15	-	193
PATIOBAIA	7	PB	-	BAIA	-	999112	SUCATA CHAVE A GAS SF6 DE 1, 3 E 4 VIAS	11	15	-	1925
