MATERIAL	DESCRIÇÃO DO MATERIAL	Tipo de Material
4788	LÂMPADA  FLUORESCENTE 34W 127V - BRANCA	OUTROS
4789	LÂMPADA FLUORESCENTE 15W=70W  220-240V - BRANCA	OUTROS
4790	LÂMPADA DICRÓIDA DE 50W 127V	OUTROS
4791	LUVA DE CORRER P/TUBO PVC ROSCA DE 1/2	OUTROS
4792	LUVA DE CORRER P/ TUBO PVC ROSCA DE 3/4	OUTROS
4793	LUVA DE EMENDA P/ ELETRODUTO  PVC DE 4" 100MM	OUTROS
4794	LUVA DE CORRER SOLDAVEL P/ELETRODUTO PVC DE 50MM	OUTROS
4795	LUVA DE SEGURANÇA NITRÍLICA  Nº28359- TAM.10 -EPI	EPI
4796	ALÇA PREFORMADA AÇO P/CABO CONCENTRICO 6MM² BIPOLAR DNQ-195	OUTROS
4797	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 35MM² DNQ1958	OUTROS
4799	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 70MM² PM1958I13	OUTROS
4800	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 50MM² DNQ1958	OUTROS
4801	ALÇA PREFORMADA AÇO P/CABO PRE REUNIDO 25MM² DNQ1958	OUTROS
4802	ADAPTADOR  VOLT METEOR ENTRADA 120VCA SAIDA 6VDC	OUTROS
4803	ADAPTADOR  VOLT METEOR ENTRADA 220VCA SAIDA 8VDC	OUTROS
4804	ADAPTADOR DE PILHAS P/ LANTERNA 4 PILHAS GR	OUTROS
4805	ADAPTADOR P/CAIXA BI/TRIFASICO	OUTROS
4806	ADAPTADOR  VOLT PSION ENTRADA 230V~50Hz  SAÍDA 10V 250mA	OUTROS
4807	CABO PP FLEXÍVEL DE 2VIAS 1,0 MM² - 750V PRETO	OUTROS
4808	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR BRANCA	OUTROS
4809	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR PRETA	OUTROS
4810	CAIXA MEDIDOR POLIFASICO C/VISOR 370X230mm (OBSOLETO)	OUTROS
4817	CAIXA DE ATERRAMENTO	OUTROS
4818	BROCA DE VÍDEA 3/8"	OUTROS
4819	CABO FLEXÍVEL PP 2 VIAS 2X0.50MM² DE COBRE 500V	OUTROS
4820	CAIXA P/CONCENTRADOR MODELO LIGHT TAMANHO 600X400X225MM	OUTROS
4821	CAIXA MEDIDOR POLIFASICO +TRAVA TAMPA - PM2157 "CAIXA FOLLOW-UP"	OUTROS
4822	CORRENTE P/MOTO SERRA MODELO 08 S	OUTROS
4823	ESQUADRO C/ CABO PLASTICO 20CM	OUTROS
4824	FITA POLIESTER P/EMBALAGEM 16MM X 0.8MM	OUTROS
4828	CANTONEIRA PAPELÃO  P/EMBALAGEM DE 15CM	OUTROS
4829	TAMPA P/CONDULETE D2 1" C/ 2 FUROS	OUTROS
4830	DOBRADIÇA EM FERRO TAMANHO 1" X 3  7/8"	OUTROS
4831	JOELHO ROSCA PVC 90 X 1/2"	OUTROS
4832	GANCHO FECHADO C/BUCHA S8	OUTROS
4833	FITA VEDA ROSCA	OUTROS
4834	FACÃO P/MATO TAMANHO 20"	OUTROS
4836	DISCO SERRA VÍDEA 4.3/8" 110MM - MADEIRA	OUTROS
6265	ROLO DE 5CM ATLAS	OUTROS
6266	TINTA CERÂMICA	OUTROS
6268	SUPORTE PARA ROLO	OUTROS
6274	TINTA DE DEMARCAÇÃO AMARELA 18L	OUTROS
6275	TINTA ESMALTE PRETO	OUTROS
6276	ÁGUA RAZ	OUTROS
6277	TINTA EPOXI	OUTROS
6278	SUVINIL PISO AMARELO	OUTROS
6289	RECOLHEDOR DE FITA DE SINALIZAÇÃO DE ALUMINIO	OUTROS
6290	SOQUETE ANTIVIBRATORIO T8	OUTROS
6292	TUBO TERMORETRÁTIL DE 1/4'' COR PRETA COM ADESIVO INTERNO 6,0X2,0MM	OUTROS
6293	TUBO TERMORETRÁTIL DE 3/8'' COR PRETA COM ADESIVO INTERNO 9,0X3,0MM	OUTROS
6294	TUBO TERMORETRÁTIL DE 1/2'' COR PRETA COM ADESIVO INTERNO 12,0X3,0MM	OUTROS
6296	TUBO TERMORETRÁTIL DE 1.1/4'' COR PRETA COM ADESIVO INTERNO 30,0X8,0MM	OUTROS
6300	TUBO TERMORETRÁTIL DE 1/8'' TRANSPARENTE SEM ADESIVO 3,2X1,6MM	OUTROS
6303	TUBO TERMORETRÁTIL DE 1/2'' TRANSPARENTE SEM ADESIVO 12,7X6,4MM	OUTROS
6304	TUBO TERMORETRÁTIL DE 3/4'' TRANSPARENTE SEM ADESIVO 19,0X9,5MM	OUTROS
6305	TUBO TERMORETRÁTIL DE 1'' TRANSPARENTE SEM ADESIVO 25,4X12,7MM	OUTROS
6307	TINTA SUVINIL BASE LÁTEX PVA	OUTROS
6308	LIXA MADEIRA	OUTROS
6322	TONER HP CE310A PRETO (126A) M175A	ESCRITÓRIO
6323	TONER HP CE311A CYAN (126A) M175A	ESCRITÓRIO
6324	TONER HP CE312A AMARELO (126A) M175A	ESCRITÓRIO
6325	TONER HP CE313A MAGENTA (126A) CP 1025	ESCRITÓRIO
6346	FITA CREPE 25X50	OUTROS
6352	MÓDULO DE CONTROLE MODELO JDC02HD 240V 60Hz VERSÃO 03	OUTROS
6353	INTERFACE DE COMUNICAÇÃO PLC PRO 16 MODEL I	OUTROS
6389	ALARME DE INC. COM 12 SETORES 12V-COM BATERIA	OUTROS
6390	BOTOEIRA P/ ALARME DE INC. C/ SUPERVISÃO 12/24VCC	OUTROS
6391	SIRENE AUDIO VISUAL 12 OU 24V	OUTROS
6397	TRANSFORMADOR DE MÓDULO DE CONTROLE JDC02D 220V	OUTROS
6398	PLACA MÃE DE MÓDULO DE CONTROLE JDC02HD 240V	OUTROS
6400	CAMISA MALHA CINZA MESCLA 100% ALG."3C" TAM. ESPECIAL	OUTROS
6401	VARIADOR DE VOLTAGEM MONO,MANUAL, E220V,S0-240V,7,5A,1,8KVA	OUTROS
6405	PROTETOR LABIAL FPS 35, BASTÃO 5GR	OUTROS
6411	VASSOURA DE PELO SINTÉTICO 40 CM	OUTROS
6412	RODO MADEIRA 40 CM	OUTROS
6413	ODORIZADOR DE AR 360 ML	OUTROS
6414	PAPEL TOALHA 20X21 CM C/ 1000 FL	OUTROS
6415	SACO DE LIXO 200L MÉDIO PR. C/100UN	OUTROS
6417	LIMPA VIDROS VIDREX C/ ALCOOL 500ML	OUTROS
6420	CAMISA ANTI-CHAMAS PADRÃO ENEL TAMANHO XG	EPI
6435	CARTÃO DE MEMÓRIA 8GB	ESCRITÓRIO
6442	MACACÃO APICULTOR RETARDANTE A CHAMAS,PADRÃO ENEL	EPI
6461	RECIBO PAG. LAB 02 2VIAS C/ BLOQ. C/ 2000	ESCRITÓRIO
6469	FITA NYLON PARA IMPRESSORA MATRICIAL LX350L	ESCRITÓRIO
6479	LUSTRA MOVEIS 200 ML	OUTROS
6480	ALVEJANTE LÍQUIDO 5L	OUTROS
6491	CAPACITOR ELETROLÍTICO 1000MF E4	OUTROS
6492	CAPACITOR ELETROLÍTICO 1000MF 10V C39	OUTROS
6493	CAPACITOR ELETROLÍTICO 470MF E3	OUTROS
6494	CAPACITOR SMD P/ CIRCUITO IMPRESSO 22PF C49	OUTROS
6495	FILTRO CAPACITIVO P/ MOD.CONTROLE 20K 300 (RV1/RV2/RV3)	OUTROS
6496	CAPACITOR ELETROLÍTICO 100MF 16V E5	OUTROS
6497	INDUTOR 33MH L5	OUTROS
6498	CI DE COMUNICAÇÃO RS485 U4 (CHIP 485)	OUTROS
6499	CI DE COMUNICAÇÃO U8 (CHIP U8)	OUTROS
6500	CI DE COMUNICAÇÃO U5 (CHIP U5)	OUTROS
6501	CI DE COMUNICAÇÃO U7 (CHIP U7)	OUTROS
6502	CRISTAL P/ CIRCUITO INTEGRADO 12MHZ CRY1	OUTROS
6503	CRISTAL P/ CIRCUITO INTEGRADO 20MHZ CRY2	OUTROS
6504	FILTRO CAPACITIVO P/ MOD.CONTROLE CF61	OUTROS
6505	FILTRO CAPACITIVO P/ MOD.CONTROLE CF60	OUTROS
6506	FILTRO PTC RESISTIVO PTC1	OUTROS
6508	RESISTOR 820 SMD P/ PLACA DE CIRCUITO IMPRESSO - R77	OUTROS
6509	RESISTOR 820 SMD P/ PLACA DE CIRCUITO IMPRESSO - R76	OUTROS
6510	RESISTOR 1,2 SMD - R14/R15	OUTROS
6511	TRANSFORMADOR DE TENSÃO 12V/6K TR1/TR2/TR3	OUTROS
6512	TRANSISTOR Q1 P/ MOD. CONTROLE	OUTROS
6513	TRANSISTOR Q2 SMD	OUTROS
6514	CAPACITOR ELETROLÍTICO 470MF E1	OUTROS
6519	LUVA ANTI-CORTE MAPA 582 KRYNIT - TAMANHO 10	EPI
6532	COPO PLÁSTICO PP DESCARTÁVEL 80ML (COM 2500)	OUTROS
6548	PALETE DE MADEIRA MED 1.00 X 1.20	OUTROS
6554	PASTILHA DE HIPOCLORITO DE CÁLCIO A 40%	OUTROS
6555	ADESIVO P/ CESTO AÉREO FORMATO 45X64CM	OUTROS
6556	DISJUNTOR MOTOR SIEMENS 3RV SOO 14,0 - 20,0A 3RV1021 - 4BA10	OUTROS
6560	LENTE P/ ÓCULOS GÊNESIS XC COR CINZA	OUTROS
6561	KIT FITA DIAGRAMA BVDR - TACÓGRAFO/BOBINA	OUTROS
6562	PASTA PLÁSTICA C/ CANALETA MODELO A4	ESCRITÓRIO
6567	CINTA LEG 2 PERNAS 500KG X1M - FATOR 3X1	OUTROS
6572	TAMBOR DE IMAGEM LASERJET HP 126A (CE 314A)	OUTROS
6575	BOBINA TÉRMICA P/ REP 57MM X 100M (RELÓGIO DE PONTO)	ESCRITÓRIO
6578	FONTE P/ COMPUTADOR HP ALL-IN ONE	OUTROS
6587	ALICATE BOMBA D'ÁGUA P/ TERMINAL ADP CB CONC.	FERRAMENTAL
6616	CHAVE FACA CURVA ISOLADA 1000V	FERRAMENTAL
6618	BOTTON METAL NIQUEL C/ RESINA (PIN CIPA)	OUTROS
6619	CINTA DE BORRACHA EXTENSÍVEL	OUTROS
6620	CINTA DE BORRACHA SINGELA	OUTROS
6625	ALICATE Y-35 P/ PRENSAR TERMINAL	FERRAMENTAL
6626	CAMELÃO P/ CABO 1/0 A 4/0 DISPOS. P/ TRACIONAR CABO	OUTROS
6627	CAMELÃO P/ CABO 2 A 1/0 DISPOS. P/ TRACIONAR CABO	OUTROS
6628	CAMELÃO P/ CABO 336,4 DISPOS. P/ TRACIONAR CABO	OUTROS
6629	CAMELÃO P/ FIO 6 DISPOS. P/ TRACIONAR CABO	OUTROS
6630	CATRACA CORRENTE DISPOS. P/ TRACIONAR CABO	OUTROS
6632	MATRIZ P/ ALICATE Y35 (321)	FERRAMENTAL
6633	PODÃO ARCOS (P/ PODAR ÁRVORES)	FERRAMENTAL
6634	DISPOSITIVO DE LIMPEZA (ESCOVA DE AÇO)	OUTROS
6637	ADESIVO "EMERGÊNCIA" FORMATO 62 X 11CM	OUTROS
6644	BEBEDOURO DE COLUNA COMPRESSOR	OUTROS
6646	SACA CARTUCHO	OUTROS
6647	MATRIZ P/ Y-35 (249)	OUTROS
6648	CÂMERA VEICULAR MODELO XDRIVEN DRS2000 SE	OUTROS
6650	PLUG-IN DE CONEXÃO	OUTROS
6655	FUSIVEL DE VIDRO 7A	OUTROS
6656	PORTA FUSIVEL C/RABICHO	OUTROS
6659	SERROTE FIXO DE PODA 12	OUTROS
6660	LAMINA P SERROTE FIXO DE PODA 12	OUTROS
6661	SERROTE PODADOR DE GALHOS C SERROTE S CABO	OUTROS
6662	LAMINA P PODADOR A DISTANCIA	OUTROS
6664	ESTICADOR DE CORREIA	OUTROS
6665	ADESIVO "PREVENÇÃO DE RISCOS DE ACIDENTES" REDONDO 41X41	OUTROS
6668	CABO FORÇA 3X0,75MM 500V 180G 1,2M	OUTROS
6700	ARLA 32	OUTROS
6703	DETECTOR DE TENSÃO POR CONTATO 50V À 20KV	EPC
6708	BOLSA P/ BASTÃO DE MANOBRA 3800MM	OUTROS
6710	BOLSA P/ BASTÃO DE MANOBRA 3200MM	OUTROS
6711	BOLSA P/ VARA DE MANOBRA DE 06 ELEMENTOS	OUTROS
6712	TONER COMPATÍVEL P/ IMPRESSORA HP LASERJET	ESCRITÓRIO
6723	ETILÔMETRO MOD. ALCOSTOP A C/ CALIBRAÇÃO (BAFÔMETRO)	OUTROS
6724	BOCAL P/ ETILÔMETRO MOD. ALCOSTOP 	OUTROS
6746	GARRA JACARÉ P/ FIO 4MM - PRETO	OUTROS
6759	PLUG BANANA P/ FIO 4MM - VERMELHO	OUTROS
6760	PLUG BANANA P/ FIO 4MM - PRETO	OUTROS
6761	GARRA JACARÉ P/ FIO 4MM - VERMELHO	OUTROS
6763	ETIQUETA LACRE MR 2CM X 3CM (PADRÃO ENEL)	OUTROS
6764	CAIXA PAPELÃO ONDULADA  390 X 320 X 310MM	OUTROS
6765	CONECTOR BR8F1-04 (4VIAS)	OUTROS
6766	CABO FLEX 750V 0,75MM PRETO	OUTROS
6767	CABO FLEX 750V 0,75MM VERMELHO	OUTROS
6768	CABO FLEX 750V 0,75MM BRANCO	OUTROS
6769	CABO FLEX 750V 0,75MM AZUL	OUTROS
6771	LACRE TRANK 4 S/ RABICHO C/ ARAME - VERDE	OUTROS
6788	CHAVE TORX ISOLADA 1KV T15	FERRAMENTAL
6790	LÂMPADA FLUORESCENTE HO 110W	OUTROS
6791	PAPEL HIGIÊNICO ROLÃO C/ 8 UNIDS	OUTROS
6792	SACO DE PANO P/ LIMPEZA TAM. G	OUTROS
6793	LÃ DE AÇO (BOMBRIL)	OUTROS
6796	TECLADO P/ USB COR PRETO	ESCRITÓRIO
6797	PROJETOR SUPER LED 100W LUZ BRANCA - (P/ USO EXTERNO)	OUTROS
6976	LANTERNA LED P/ CAPACETE	OUTROS
6980	PAPEL TOALHA 20CM ROLÃO	OUTROS
6982	CARREGADOR VEICULAR MULTIUSO 12X1 USB UNIVERSAL	OUTROS
6983	ADAPTADOR E LEITOR DE CARTÃO DE MEMÓRIA USB/SD	OUTROS
6984	ADESIVO "LOGO 3C" P/ VEÍCULO C/ FORMATO 31,5X17CM	OUTROS
6989	CAPA DE LONA P/ LANÇA 0,75 X 2,30CM	OUTROS
6998	BATERIA P/ NOTEBOOK HP HSTNN-UB69	OUTROS
7007	CANELEIRA RS BIDIN C/ 3 LÂMINAS POLIP. C/ VELCRO	EPI
7008	GRAMPO P/GRAMPEADOR 26/06 CX C/5000 UNID.-COBREADOS	ESCRITÓRIO
7017	MULTIUSO LIMPADOR DE USO GERAL 500ML	OUTROS
7018	ADESIVO "MANUTENÇÃO 24H" FORMATO 80 X 10CM	OUTROS
7024	ÓCULOS CINZA MSA - SPARROW	EPI
7026	INCLINÔMETRO DIGITAL	OUTROS
7029	AMORTECEDOR DE PORTA MALAS-KOMBI	OUTROS
7035	ALICATE TERRÔMETRO ET4310-MINIPA	OUTROS
7036	SMARTPHONE ALCATEL OT-4009I PIXI 3 3,5 DUAL PRETO	OUTROS
7047	MICRO RETIFICA DREMEL 4000 175W 127V C/ 36 ACESSÓRIOS + 3 ACOPLAMENTOS	OUTROS
7050	JALECO P/ VISITANTE COR CINZA TAM.P	OUTROS
7051	JALECO P/ VISITANTE COR CINZA TAM.M	OUTROS
7052	JALECO P/ VISITANTE COR CINZA TAM.G	OUTROS
7055	APOIO ERGONÔMICO P/ OS PÉS C/ REGULAGEM-PRETO	ESCRITÓRIO
7056	MOUSE PAD C/ APOIO DE PULSO EM GEL - PRETO	ESCRITÓRIO
7057	CONTATOR 32A CWM32-00-30V26 - WEG	OUTROS
7060	CÂMERA FILMADORA VEICULAR HD DVR VISÃO NOT.E VISOR LCD	OUTROS
7061	CORDA DE LINHA VIVA 12MM - ROLO C/ 40 METROS	OUTROS
7064	BOTA SEGURANÇA P/ELETRICISTA TAMANHO 47-EPI	EPI
7065	PLACA DE SINALIZAÇÃO 20 X 30CM "PROIBIDO FUMAR"	OUTROS
7069	CHAVE ALAVANCA ON - 6 TERMINAIS	OUTROS
7070	LED BICOLOR 5MM - VERMELHO/VERDE	OUTROS
7071	SUPORTE P/ LED - 5MM	OUTROS
7072	CABO MANGA MULTIVIAS/6 VIAS AWG 26 PALHA SEM BLINDAGEM	OUTROS
7073	ADESIVO "PREVENÇÃO DE RISCOS DE ACIDENTES" REDONDO 18X18CM	OUTROS
7074	BANNER "POLÍTICA DO SIST. DE GESTÃO" 80 X 1,40	OUTROS
7077	VASSOURA PIAÇAVA C/ CHAPA	OUTROS
7078	BALDE PLÁSTICO TAM. GRANDE	OUTROS
7079	COLA BASTÃO 20GR	ESCRITÓRIO
7082	FLANELA P/ LIMPEZA 28X28CM	OUTROS
7085	TINTA REFIL P/ECOTANK T664120AL EPSON PT1 UN-PRETO	OUTROS
7089	FONTE ATX 450W REAL	OUTROS
7090	HD INTERNO SATA WESTERN DIGITAL 500GB	OUTROS
7094	MACACÃO APICULTOR RETARDANTE A CHAMAS, P.ENEL-TAM.XG	EPI
7111	GPS MULTILASER TRACKER III GP034	ESCRITÓRIO
7116	FITA REFLET P/ SINALIZ OU ISOLAM DE AREA-ENEL	EPC
7126	MONITOR 22" SAMSUNG	OUTROS
7127	CAIXA D'ÁGUA 10.000LT EM POLIETILENO	OUTROS
7131	BALACLAVA	EPI
7132	PLACA DE ESTAC. C/ GANCHO P/ RETROVISOR-PVC 3MM	OUTROS
7147	OCULOS SOBREPOR CINZA SPEC2001 OTC/UVEX-EPI	EPI
7176	BATERIA AUTOMOTIVA 100 AH CASCO ALTO	OUTROS
7188	LIXEIRA COM PEDAL 60 LITROS	OUTROS
7190	LONA PLÁSTICA 8X1MT PRETA	OUTROS
7194	BATERIA P/ PISTOLA TENSÃO 5,2 VCC CORRENTE 0,6 CC	OUTROS
7215	LIXEIRA COM PEDAL 20 LITROS	OUTROS
7233	PROTET/BLOQUEADOR SOLAR REF.FPS 60-EPI	OUTROS
7236	GRAMPO P/GRAMPEADOR 23/13 CX C/1000 UNID.-GALVANIZADO	ESCRITÓRIO
7252	BATERIA UPS 8 ,15 kVA, 230/400V P/ NOBREAK EATON POWER WARE	OUTROS
7300	PORTA CORTA FOGO 900X2090MM CL. P60	OUTROS
7315	MINI SERRA MULTIUSO-KIT DREMEL SAW-MAX	FERRAMENTAL
7319	CONTEINER P/ LIXO 1000L	OUTROS
7320	ALICATE CORTE 8316-200 GEDORE	FERRAMENTAL
7333	ENVELOPE OFÍCIO 114X229 S/RPC C/ 1000 UNID	ESCRITÓRIO
7334	KIT P/ FROTA C/ LOGO ENEL E 05 ADESIVOS	OUTROS
7337	MONITOR 19,5" LED LG	OUTROS
7338	MONITOR 21,5" LED LG	OUTROS
7339	ESTABILIZADOR APC 300VA MONO115	OUTROS
7343	PAPEL GLOSSY 150GR A4 50 FLS MULTILASER	ESCRITÓRIO
7348	ROTEADOR EA6200-BR GIGABIT WI-FI AC 1200MBPS DUAL-BAND	OUTROS
7349	FURADEIRA E PARAFUSADEIRA A BATERIA	FERRAMENTAL
7350	INVERSOR PORTATIL P/ AUTOS 12/220V 110V 300W	OUTROS
7351	CABO USB SERIAL TRENDNET TU-S9	OUTROS
7354	QUADRO BRANCO MAGNÉTICO 90X60	OUTROS
7394	ISOLADOR FENOLITE AT, 49X25X11MM (MESA NANSEN)	OUTROS
7395	TALABARTE DUPLO "Y" COM ABSORVEDOR DE ENERGIA	EPI
7396	DESCENSOR AUTO BLOCANTE P/CORDA	EPI
7402	KIT DE TALA P/ IMOBILIZAÇÃO C/ VELCRO (PP/P/M/G)	OUTROS
7403	COLAR CERVICAL P/ RESGATE C/ AJUSTE	OUTROS
7404	IMOBILIZADOR DE CABEÇA RESGATE - AJUSTÁVEL	OUTROS
7412	PAPEL TOALHA EM ROLO 20CM X 200M	OUTROS
7413	TOALHEIRO EM ROLO C/ DISPENSER MECÂNICO	OUTROS
7418	ADESIVO CANAL DE COMUNICAÇÃO 3C  88 X6CM	OUTROS
7433	SMARTPHONE SAMSUNG GALAXY-J7 PRIME	OUTROS
7434	ALCOOL ETÍLICO EM GEL DE 54% 500G	ESCRITÓRIO
7438	ENVELOPE BRANCO 114X229 C/ 100 JANELA C/ TRANSPARECIA	ESCRITÓRIO
7440	BOTTON METAL NIQUEL C/ RESINA (BRIGADA DE INCÊNDIO)	OUTROS
7442	LUVA LATEX AMARELA	EPI
7443	PÁ DE LIXO DE PLÁSTICO CABO LONGO	OUTROS
7444	CORDÕES ABSORVENTES	OUTROS
7445	MANTAS ABSORVENTES	EPC
7448	COLETOR DE PILHAS E BATERIAIS	OUTROS
7449	ESCOVA DE AÇO	OUTROS
7450	LUVA DE SEGURANÇA MAXITHERM 9" TAM. M DANNY DA-24202	EPI
7463	SMARTPHONE LG K10 DUAL TV K430	OUTROS
7464	CÂMERA DIGITAL BINÓCULO LCD 2	OUTROS
7465	TRENA ANALÓGICA COM RODA 10 KM	OUTROS
7466	TRENA À LASER 0,05 A 70MTS - VD 770	OUTROS
7517	ESCALA RINGELMANN	OUTROS
7518	GIROFLEX LUZ DE EMERGÊNCIA 12V C/ IMÃ SINALIZADOR	OUTROS
7530	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.P- FEMININA	OUTROS
7531	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.M-FEMININA	OUTROS
7532	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.G-FEMININA	OUTROS
7533	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.GG-MASCULINA	OUTROS
7537	TRAVESSEIRO ABSORVENTE 45CM X 45CM 5 CM	OUTROS
7539	SACO DE TURFA	OUTROS
7559	CAIXA PAPELÃO TRIPLEX 430X320X260MM C/ DIV.HORIZONTAL	OUTROS
7560	CAIXA PAPELÃO TRIPLEX 420X340X250MM 02 DIV.HORIZONTAL	OUTROS
7561	CAIXA PAPELÃO TRIPEX 540X540X210	OUTROS
7562	CAIXA PAPELÃO TRIPLEX 490X380X320MM C/ DIV.HORIZONTAL	OUTROS
7563	CAIXA PAPELÃO TRIPLEX 430X320X260MM C/ DIV.HORIZONTAL	OUTROS
7572	ALICATE Y-10-22 MANUAL MECÂNICO	FERRAMENTAL
7585	CAIXA PAPELÃO TRIPEX 550X370X250	OUTROS
7586	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.M-MASCULINA	OUTROS
7587	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.G-MASCULINA	OUTROS
7589	SCANNER PORTÁTIL DE MÃO WIRELESS ALTA RESOLUÇÃO USB	OUTROS
7609	CAMISA SOCIAL MANGA LONGA AZUL ESCURO XG	OUTROS
7610	CONVERSOR DE HDMI PARA VGA	OUTROS
7611	CORDÃO DIGITAL COM TRAVA DE SEGURANÇA E PRENDEDOR	OUTROS
7624	SMARTPHONE SAMSUNG GALAXY J7 NEO	OUTROS
7630	EXPOSITOR A4 CRISTAL	OUTROS
7631	EXPOSITOR A3 CRISTAL	OUTROS
7660	REMOVEDOR DE GRAMPO PLÁSTIVO 29X7 MM ( PÉ DE CABRA)	FERRAMENTAL
7689	BATERIA P/ NOTEBOOK ( POSITIVO) MODELO W547 BAT	OUTROS
7690	SACO DE LIXO DE 100 LITROS UNIDADE	OUTROS
7703	ROÇADEIRA A GASOLINA 2T 24,5CC EM2500 UG	FERRAMENTAL
7712	ÓCULOS DE PROTEÇÃO LENTES CINZA 3.0 JAGUAR - KALIPSO	EPI
7713	ESTABILIZADOR SMS REVOLUTION SPEEDY 115V 300VA USP300S 115 16520	OUTROS
7721	CRACHÁ PLÁSTICO 7X10 CM HORIZONTAL	ESCRITÓRIO
7726	TONNER IMPRESSORA SENDUNG EXPRESS M2020W	ESCRITÓRIO
7730	CABO CONVERSOR SERIAL RS232 PARA USB 66CM	OUTROS
7731	ALICATE CORTA CABO DE AÇO 7.1/2''	FERRAMENTAL
7733	TESTADOR DE CABOS DE REDE UTP/STP RJ45	OUTROS
7734	ALICATE CRIMPAR RJ45	FERRAMENTAL
7735	ALICATE PRENSA TERMINAL PARA FIOS E CABOS	FERRAMENTAL
3572	CABO RÍGIDO 4X16MM² 0,6/1KV	OUTROS
3573	TC TRAFO CORRENTE BCS 10B	OUTROS
3609	CELULAR AP.GSM SONY ERICSSON F305 OS36331-IMEI 356275030457434	OUTROS
3626	RESPIRADOR PROTEÇÃO CONTRA PARTÍCU-FP	EPI
3664	MEDIDOR ION 8600C - FUNÇÃO:P8600C0C0H6E0A0A	OUTROS
3665	CONVERSOR ION-CODI	OUTROS
3666	ACOPLADOR OPTICO PARA MEDIDORES ION (CÉLULA OPTICA)	OUTROS
3684	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.42 - UNIF	OUTROS
3694	MEDIDOR DE ENERGIA ELÉTRICA ITRON SL7000 120V	OUTROS
3697	MEDIDOR ELETRÔNICO MONOFÁSICO	OUTROS
3698	MEDIDOR ELETRÔNICO BIFÁSICO	OUTROS
3699	MEDIDOR ELETRÔNICO TRIFÁSICO	OUTROS
3700	MEDIDOR ELETROMECANICO MONOFASICO	OUTROS
3701	MEDIDOR ELETROMECANICO BIFASICO	OUTROS
3702	MEDIDOR ELETROMECANICO TRIFASICO	OUTROS
3703	MEDIDOR ELETRÔNICO COMPLANT MODELO-MEP01-CE1 120V	OUTROS
3704	MEDIDOR MONOFÁSICO FAE MODELO-CRONOS 6001-A	OUTROS
3705	MEDIDOR MONOFÁSICO FAE MODELO-CRONOS 6001-A (MODELO NOVO)	OUTROS
3706	MEDIDOR BIFÁSICO ELSTER MODELO -D8L	OUTROS
3707	MEDIDOR TRIFÁSICO ELSTER MODELO-T8L	OUTROS
3708	MEDIDOR TRIFÁSICO ELSTER MODELO-T8L30 200A	OUTROS
3709	CABO DE ALUMÍNIO 13.8KV  BLOQUEADO 95MM² MODELO XLPE	OUTROS
3710	MEDIDOR BIFÁSICO FAE MODELO-CRONOS 6003 (3 FIOS)	OUTROS
3711	MEDIDOR TRIFÁSICO LANDIS + GYR MODELO-E34-A 2100	OUTROS
3712	MEDIDOR TRIFÁSICO FAE MODELO-CRONOS 6003 (4 FIOS)	OUTROS
3713	MEDIDOR LANDIS+GYR SAGA 2000 INDIRETO. MODELO-1640	OUTROS
3714	MEDIDOR LANDIS+GYR SAGA 2000 DIRETO. MODELO-8602B (E650)	OUTROS
3716	MEDIDOR LANDIS+GYR SAGA 1000 MODELO-1681-A	OUTROS
3717	MEDIDOR ELO MODELO 2113D	OUTROS
3718	MEDIDOR LANDIS+GYR SAGA 1500  MODELO-1642	OUTROS
3719	MEDIDOR LANDIS+GYR SAMURAÍ TRIFÁSICO MODELO-E34A IHD RF	OUTROS
3731	ALCA PREFORMADA AÇO 16MM² PM 220913	OUTROS
3732	MEDIDOR ELETRÔNICO TRIFASICO MTSE01C 240V	OUTROS
3733	ARRUELA DE PRESSÃO 3/8"	OUTROS
3735	ARRUELA LISA 1/2"	OUTROS
3736	ARRUELA LISA 1/4"  SEM VEDAÇÃO AÇO INOX	OUTROS
3739	ARRUELA LISA 1/4" COM VEDAÇÃO DE BORRACHA	OUTROS
3741	ARRUELA LISA 3/16"	OUTROS
3742	ARRUELA LISA M3	OUTROS
3743	BARRA INFERIOR DE FIXAÇAO DOS MÓDULOS  PVC 484mmx40mm	OUTROS
3755	MEDIDOR ELETRÔNICO MONOFASICO MEP01-CE1 120V	OUTROS
3769	ETIQUETA ADESIVA DE IDENTIFICAÇÃO P/MÓDULO DE CONTROLE PLC 120V -60 VERSÃO-0 (Obsoleta)	OUTROS
