PRODUTO	Endereço	Material	Texto breve material	Unidade de medida	 Saldo do sistema 	1ª CONT.	2ª CONT.	3ª CONT.	Posição final Inventariada	Diferença	Custo MÉDIO unitário (base out.) 	Diferença em R$	Total em R$						
1	A-08-06-2A	4640	CAIXA P/ MÓDULO RF	UND  	441	441			441	0	 R$ 2,91 	 R$ -   	 R$ 1.283,31 	A-08-06-2A4640			 1.283,31   		
1	A-08-06-2B	4954	"CAIXA POLIMETRO DE CONC-MED P/12+1 MÓDULOS ""OBSOLETO"""	UND  	12	12			12	0	 R$ 1,00 	 R$ -   	 R$ 12,00 	A-08-06-2B4954			 12,00   		
1	A-08-06-3A	4959	"CAIXA MEDIDOR POLIFASICO 407X273mm ""LOGO CERJ- OBSOLETO"""	UND  	36	36			36	0	 R$ 100,41 	 R$ -   	 R$ 3.614,76 	A-08-06-3A4959			 3.614,76   		
1	A-08-06-3B	4954	"CAIXA POLIMETRO DE CONC-MED P/12+1 MÓDULOS ""OBSOLETO"""	UND  	12	12			12	0	 R$ 1,00 	 R$ -   	 R$ 12,00 	A-08-06-3B4954			 12,00   		
1	A-09-01-1A	3778	"PRENSA-CABO 1"""	UND  	50	50			50	0	 R$ 3,99 	 R$ -   	 R$ 199,50 	A-09-01-1A3778			 199,50   		
1	A-09-01-1A	3814	CAPACITOR 2,2uf X 400V	UND  	1085	1.085			1085	0	 R$ 0,80 	 R$ -   	 R$ 868,00 	A-09-01-1A3814			 868,00   		
1	A-09-01-1A	3909	SUPORTE PARA FIXAÇÃO DOS MODULOS CONTROLE	UND  	188	188			188	0	 R$ 2,15 	 R$ -   	 R$ 404,20 	A-09-01-1A3909			 404,20   		
1	A-09-01-1A	3934	CABINHO FLEXIVEL 750V-0,5MM²  COR VERMELHA c/ 100mts	ROLO	1	1			1	0	 R$ 25,83 	 R$ -   	 R$ 25,83 	A-09-01-1A3934			 25,83   		
1	A-09-01-1A	3936	CABINHO FLEXIVEL 750V-1,5MM²  COR VERMELHA	UND  	100	1	100		100	0	 R$ 0,50 	 R$ -   	 R$ 50,00 	A-09-01-1A3936			 50,00   		
1	A-09-01-1A	4372	ETIQUETA ADESIVA LOGO COELCE TAM.	UND  	44	44			44	0	 R$ 0,23 	 R$ -   	 R$ 10,12 	A-09-01-1A4372			 10,12   		
1	A-09-01-1A	4539	BORNE P/ 4MM BO529 PRETO	UND  	975	975			975	0	 R$ 0,31 	 R$ -   	 R$ 302,25 	A-09-01-1A4539			 302,25   		
1	A-09-01-1A	4957	"ETIQUETA ADESIVA ""PERIGO DE ALTA TENSÃO""  18X60CM"	UND  	518	518			518	0	 R$ 2,67 	 R$ -   	 R$ 1.383,06 	A-09-01-1A4957			 1.383,06   		
1	A-09-01-2A	7444	CORDÕES ABSORVENTES	UND  	42	42			42	0	 R$ 17,90 	 R$ -   	 R$ 751,80 	A-09-01-2A7444			 751,80   		
1	A-09-01-2A	7445	MANTAS ABSORVENTES	UND  	160	163	160		160	0	 R$ 2,15 	 R$ -   	 R$ 344,00 	A-09-01-2A7445			 344,00   		
1	A-09-01-2A	9407	MANTA L VERDE 28X33X0,4	UND  	30	30			30	0	 R$ 4,50 	 R$ -   	 R$ 135,00 	A-09-01-2A9407			 135,00   		
1	A-09-01-3A	5056	DISPLAY CAM 127V	UND  	974	974			974	0	 R$ 43,17 	 R$ -   	 R$ 42.047,58 	A-09-01-3A5056			 42.047,58   		
1	A-09-02-1A	3850	CHAVE MICRO SWICTH KW11-7-2  3 TERMINAIS COR PRETA C/HASTE 27MM	UND  	650	650			650	0	 R$ 1,73 	 R$ -   	 R$ 1.124,50 	A-09-02-1A3850			 1.124,50   		
1	A-09-02-1A	3874	PARAFUSO M5 X 10 MM FENDA INOX (CABEÇA MAXIMO 6 MM)	UND  	4339	4.339			4339	0	 R$ 0,25 	 R$ -   	 R$ 1.084,75 	A-09-02-1A3874			 1.084,75   		
1	A-09-02-1A	3893	PLUG 485 DE RF	UND  	487	487			487	0	 R$ 1,57 	 R$ -   	 R$ 764,59 	A-09-02-1A3893			 764,59   		
1	A-09-02-1A	4218	PARAFUSO CABEÇA SEXTAVADA 3/8X2 PO AR L.S PR	UND  	108	108			108	0	 R$ 1,17 	 R$ -   	 R$ 126,36 	A-09-02-1A4218			 126,36   		
1	A-09-02-1A	4586	ETIQUETA ADESIVA LOGO CAM TAMANHO 11,5X5,5CM (VERSÃO ATUAL)	UND  	23	23			23	0	 R$ 0,71 	 R$ -   	 R$ 16,33 	A-09-02-1A4586			 16,33   		
1	A-09-02-1A	4970	PARAFUSO SEXTAVADO INTERNO M5X12MM INOX	UND  	4947	4.947			4947	0	 R$ 0,24 	 R$ -   	 R$ 1.187,28 	A-09-02-1A4970			 1.187,28   		
1	A-09-02-1A	6294	TUBO TERMORETRÁTIL DE 1/2'' COR PRETA COM ADESIVO INTERNO 12,0X3,0MM	METRO	92	92			92	0	 R$ 2,03 	 R$ -   	 R$ 186,76 	A-09-02-1A6294			 186,76   		
1	A-09-02-1A	6303	TUBO TERMORETRÁTIL DE 1/2'' TRANSPARENTE SEM ADESIVO 12,7X6,4MM	METRO	97	97			97	0	 R$ 2,45 	 R$ -   	 R$ 237,65 	A-09-02-1A6303			 237,65   		
1	A-09-02-1A	6304	TUBO TERMORETRÁTIL DE 3/4'' TRANSPARENTE SEM ADESIVO 19,0X9,5MM	METRO	57	57			57	0	 R$ 4,78 	 R$ -   	 R$ 272,46 	A-09-02-1A6304			 272,46   		
1	A-09-02-1B	3845	FITA ISOLANTE PVC 0.18 X 19MM X 20M NBR60454-3-1- PRETA	UND  	520	520			520	0	 R$ 11,80 	 R$ -   	 R$ 6.136,00 	A-09-02-1B3845			 6.136,00   		
1	A-09-02-1B	4230	PLACA DO MÓDULO RF MODELO RC915-P 127V	UND  	134	134			134	0	 R$ 89,61 	 R$ -   	 R$ 12.007,74 	A-09-02-1B4230			 12.007,74   		
1	A-09-02-2A	3772	BARRAMENTO DE NEUTRO 484MM X 9,5 X 9,5MM	UND  	9	9			9	0	 R$ 50,00 	 R$ -   	 R$ 450,00 	A-09-02-2A3772			 450,00   		
1	A-09-02-2A	3773	BARRAMENTO DE FASE C/ ISOLAMENTO	UND  	24	24			24	0	 R$ 32,09 	 R$ -   	 R$ 770,16 	A-09-02-2A3773			 770,16   		
1	A-09-02-2A	3857	MODULO DE MEDIDA MODELO DDS03 AEB-127V 15(100)A 60Hz 1600imp CL.1	UND  	106	106			106	0	 R$ 110,66 	 R$ -   	 R$ 11.729,96 	A-09-02-2A3857			 11.729,96   		
1	A-09-02-2B	4847	TAMPAS DE BORNE POLIFÁSICO	UND  	1109	1.109			1109	0	 R$ 6,93 	 R$ -   	 R$ 7.685,37 	A-09-02-2B4847			 7.685,37   		
1	A-09-02-3A	4759	"PRENSA-CABO ROSQ.P/CX. BI/TRI 13/18MM ""VERSÃO ANTIGA"""	UND  	7500	7.500			7500	0	 R$ 1,43 	 R$ -   	 R$ 10.725,00 	A-09-02-3A4759			 10.725,00   		
1	A-09-02-3B	5056	DISPLAY CAM 127V	UND  	351	351			351	0	 R$ 43,17 	 R$ -   	 R$ 15.152,67 	A-09-02-3B5056			 15.152,67   		
1	A-09-03-1A	3773	BARRAMENTO DE FASE C/ ISOLAMENTO	UND  	223	223			223	0	 R$ 32,09 	 R$ -   	 R$ 7.156,07 	A-09-03-1A3773			 7.156,07   		
1	A-09-03-1A	3780	KIT CABO 485 12+2  (12 CONECTORES PARA O MÓDULO DE MEDIDA E + 02 CONECTORES P/ O MÓDULO DE CONTROLE)	UND  	60	60			60	0	 R$ 33,86 	 R$ -   	 R$ 2.031,60 	A-09-03-1A3780			 2.031,60   		
1	A-09-03-1A	4231	PARAFUSO RM CABEÇA REDONDA 3/16 X 1/2 C/ PORCA	UND  	1350	1.350			1350	0	 R$ 0,07 	 R$ -   	 R$ 94,50 	A-09-03-1A4231			 94,50   		
1	A-09-03-1A	4477	ETIQUETA ADESIVA P/TERMINAL DE LEITURA MCEE/I-01 127V/60Hz	UND  	1048	1.048			1048	0	 R$ 2,95 	 R$ -   	 R$ 3.091,60 	A-09-03-1A4477			 3.091,60   		
1	A-09-03-1A	4616	ETIQUETA ADESIVA DE IDENTIFICAÇÃO P/MÓDULO DE MEDIDA 485 120V-60 VERSÃO-02 ATUAL	UND  	827	827			827	0	 R$ 2,13 	 R$ -   	 R$ 1.761,51 	A-09-03-1A4616			 1.761,51   		
1	A-09-03-1A	4617	ETIQUETA ADESIVA DE IDENTIFICAÇÃO P/MÓDULO DE CONTROLE PLC 120V -60 VERSÃO-01 ATUAL	UND  	500	500			500	0	 R$ 2,01 	 R$ -   	 R$ 1.005,00 	A-09-03-1A4617			 1.005,00   		
1	A-09-03-1B	3772	BARRAMENTO DE NEUTRO 484MM X 9,5 X 9,5MM	UND  	283	283			283	0	 R$ 50,00 	 R$ -   	 R$ 14.150,00 	A-09-03-1B3772			 14.150,00   		
1	A-09-03-1B	3831	CONECTOR TERMINAL OLHAL ISOLADO 2,5MM,PM2219 I1	UND  	3234	3.234			3234	0	 R$ 0,42 	 R$ -   	 R$ 1.358,28 	A-09-03-1B3831			 1.358,28   		
1	A-09-03-1B	3910	SUPORTE PARA FIXAÇÃO DOS MODULOS MEDIDA	UND  	1632	1.632			1632	0	 R$ 2,62 	 R$ -   	 R$ 4.275,84 	A-09-03-1B3910			 4.275,84   		
1	A-09-03-2A	4820	CAIXA P/CONCENTRADOR MODELO LIGHT TAMANHO 600X400X225MM	UND  	24	24			24	0	 R$ 165,00 	 R$ -   	 R$ 3.960,00 	A-09-03-2A4820			 3.960,00   		
1	A-09-03-2B	3817	COLETOR DE DADOS MODELO JDG02 VERSÃO 02 NOVA 3x120/208V 60Hz	UND  	58	58			58	0	 R$ 1.145,10 	 R$ -   	 R$ 66.415,80 	A-09-03-2B3817			 66.415,80   		
1	A-09-03-3A	3845	FITA ISOLANTE PVC 0.18 X 19MM X 20M NBR60454-3-1- PRETA	UND  	5430	5.430			5430	0	 R$ 11,80 	 R$ -   	 R$ 64.074,00 	A-09-03-3A3845			 64.074,00   		
1	A-09-03-3B	4959	"CAIXA MEDIDOR POLIFASICO 407X273mm ""LOGO CERJ- OBSOLETO"""	UND  	36	36			36	0	 R$ 100,41 	 R$ -   	 R$ 3.614,76 	A-09-03-3B4959			 3.614,76   		
1	A-09-04-1A	3734	ARRUELA DE PRESSÃO P/ PARAFUSO M5	UND  	8850	8.850			8850	0	 R$ 0,03 	 R$ -   	 R$ 265,50 	A-09-04-1A3734			 265,50   		
1	A-09-04-1A	3774	BATOQUE 1/4 x M5	UND  	211	211			211	0	 R$ 2,68 	 R$ -   	 R$ 565,48 	A-09-04-1A3774			 565,48   		
1	A-09-04-1A	3830	CONECTOR TERMINAL OLHAL 16MM²	UND  	248	248			248	0	 R$ 1,41 	 R$ -   	 R$ 349,68 	A-09-04-1A3830			 349,68   		
1	A-09-04-1A	3881	PARAFUSO M5 X 15MM FENDA INOX	UND  	2256	2.256			2256	0	 R$ 0,18 	 R$ -   	 R$ 406,08 	A-09-04-1A3881			 406,08   		
1	A-09-04-1A	3892	PLUG 485 DE CONTROLE	UND  	43	43			43	0	 R$ 1,65 	 R$ -   	 R$ 70,95 	A-09-04-1A3892			 70,95   		
1	A-09-04-1A	3897	PORCA M3 - SWITCH	UND  	558	558			558	0	 R$ 0,03 	 R$ -   	 R$ 16,74 	A-09-04-1A3897			 16,74   		
1	A-09-04-1A	4216	PARAFUSO FENDA M3 X 15MM	UND  	259	259			259	0	 R$ 0,19 	 R$ -   	 R$ 49,21 	A-09-04-1A4216			 49,21   		
1	A-09-04-1A	4963	"PORCA DE 3/16"" X 5/16"""	UND  	14400	14.400			14400	0	 R$ 2,00 	 R$ -   	 R$ 28.800,00 	A-09-04-1A4963			 28.800,00   		
1	A-09-04-1A	4971	PARAFUSO SEXTAVADO INTERNO M5X20MM INOX	UND  	1437	1.437			1437	0	 R$ 0,32 	 R$ -   	 R$ 459,84 	A-09-04-1A4971			 459,84   		
1	A-09-04-1A	5049	PARAFUSO SEXTAVADO INTERNO M5X15MM INOX	UND  	2481	2.481			2481	0	 R$ 0,25 	 R$ -   	 R$ 620,25 	A-09-04-1A5049			 620,25   		
1	A-09-04-1B	3903	REGUA FIXAÇÃO C/PARAFUSO FURO P/ LACRE E SUPORTE SWITCH	UND  	156	156			156	0	 R$ 27,03 	 R$ -   	 R$ 4.216,68 	A-09-04-1B3903			 4.216,68   		
1	A-09-04-1B	3911	SUPORTE PARA FIXAÇÃO DOS MÓDULOS RF	UND  	895	895			895	0	 R$ 2,26 	 R$ -   	 R$ 2.022,70 	A-09-04-1B3911			 2.022,70   		
1	A-09-04-2A	3847	KIT BORNEIRA	UND  	1558	1.558			1558	0	 R$ 23,45 	 R$ -   	 R$ 36.535,10 	A-09-04-2A3847			 36.535,10   		
1	A-09-04-2B	4725	MEDIDOR TRIFASICO PLC INDIRETO  MTSE02 I1 120V	UND  	102	102			102	0	 R$ 242,95 	 R$ -   	 R$ 24.780,90 	A-09-04-2B4725			 24.780,90   		
1	A-09-04-3A	3857	MODULO DE MEDIDA MODELO DDS03 AEB-127V 15(100)A 60Hz 1600imp CL.1	UND  	58	58			58	0	 R$ 110,66 	 R$ -   	 R$ 6.418,28 	A-09-04-3A3857			 6.418,28   		
1	A-09-04-3B	3870	CAIXA DO COLETOR	UND  	7	7			7	0	 R$ 173,03 	 R$ -   	 R$ 1.211,21 	A-09-04-3B3870			 1.211,21   		
1	A-09-05-1A	3745	ETIQUETA ADESIVA IDENTIFICADORA N°0, PM-1862I1R3  - 6X9cm	UND  	365	365			365	0	 R$ 1,98 	 R$ -   	 R$ 722,70 	A-09-05-1A3745			 722,70   		
1	A-09-05-1A	3746	ETIQUETA ADESIVA IDENTIFICADORA N°1, PM-1862I2R3  - 6X9cm	UND  	300	300			300	0	 R$ 1,98 	 R$ -   	 R$ 594,00 	A-09-05-1A3746			 594,00   		
1	A-09-05-1A	3747	ETIQUETA ADESIVA IDENTIFICADORA N°2, PM-1862I3R3  - 6x9cm	UND  	200	200			200	0	 R$ 1,98 	 R$ -   	 R$ 396,00 	A-09-05-1A3747			 396,00   		
1	A-09-05-1A	3748	ETIQUETA ADESIVA IDENTIFICADORA N°3, PM-1862I4R3  - 6x9cm	UND  	307	307			307	0	 R$ 1,98 	 R$ -   	 R$ 607,86 	A-09-05-1A3748			 607,86   		
1	A-09-05-1A	3749	ETIQUETA ADESIVA IDENTIFICADORA N°4, PM-1862I5R3  - 6x9cm	UND  	300	300			300	0	 R$ 1,98 	 R$ -   	 R$ 594,00 	A-09-05-1A3749			 594,00   		
1	A-09-05-1A	3751	ETIQUETA ADESIVA IDENTIFICADORA N°5, PM-1862I6R3  - 6X9cm	UND  	300	300			300	0	 R$ 1,98 	 R$ -   	 R$ 594,00 	A-09-05-1A3751			 594,00   		
1	A-09-05-1A	3752	ETIQUETA ADESIVA IDENTIFICADORA N°6, PM-1862I7R3  - 6X9cm	UND  	300	300			300	0	 R$ 1,98 	 R$ -   	 R$ 594,00 	A-09-05-1A3752			 594,00   		
1	A-09-05-1A	3754	ETIQUETA ADESIVA IDENTIFICADORA N°8,PM-1862I9R3   - 6X9cm	UND  	507	507			507	0	 R$ 1,98 	 R$ -   	 R$ 1.003,86 	A-09-05-1A3754			 1.003,86   		
1	A-09-05-1A	3756	ETIQUETA ADESIVA IDENTIFICADORA N°9,PM-1862I10R3 - 6X9cm	UND  	144	144			144	0	 R$ 0,35 	 R$ -   	 R$ 50,40 	A-09-05-1A3756			 50,40   		
1	A-09-05-1A	3838	"ETIQUETA ADESIVA ""AVISO DE PERIGO DE MORTE""  160MMX220MM"	UND  	16	16			16	0	 R$ 6,33 	 R$ -   	 R$ 101,28 	A-09-05-1A3838			 101,28   		
1	A-09-05-1A	4615	ETIQUETA ADESIVA DE IDENTIFICAÇÃO P/MÓDULO RF 120 V-60 VERSÃO-01 ATUAL	UND  	256	256			256	0	 R$ 2,05 	 R$ -   	 R$ 524,80 	A-09-05-1A4615			 524,80   		
1	A-09-05-1B	3867	"PARAFUSO FENDA 1/4"" X 5/8"""	UND  	4218	4.218			4218	0	 R$ 0,12 	 R$ -   	 R$ 506,16 	A-09-05-1B3867			 506,16   		
1	A-09-05-1B	3881	PARAFUSO M5 X 15MM FENDA INOX	UND  	9600	9.600			9600	0	 R$ 0,18 	 R$ -   	 R$ 1.728,00 	A-09-05-1B3881			 1.728,00   		
1	A-09-05-1B	4233	"ARRUELA DE PRESSÃO 1/4"""	UND  	1596	1.596			1596	0	 R$ 0,03 	 R$ -   	 R$ 47,88 	A-09-05-1B4233			 47,88   		
1	A-09-05-1B	5016	"PARAFUSO FENDA  5"" X 16"" INOX"	UND  	11154	11.154			11154	0	 R$ 0,02 	 R$ -   	 R$ 223,08 	A-09-05-1B5016			 223,08   		
1	A-09-05-2A	7445	MANTAS ABSORVENTES	UND  	62	62			62	0	 R$ 2,15 	 R$ -   	 R$ 133,30 	A-09-05-2A7445			 133,30   		
1	A-09-05-2B	3900	PRENSA-CABO ROSQUEADO P/CABO 13-18MM REF.PM-1749 I2	UND  	2650	2.650			2650	0	 R$ 1,43 	 R$ -   	 R$ 3.789,50 	A-09-05-2B3900			 3.789,50   		
1	A-09-05-3A	4959	"CAIXA MEDIDOR POLIFASICO 407X273mm ""LOGO CERJ- OBSOLETO"""	UND  	36	36			36	0	 R$ 100,41 	 R$ -   	 R$ 3.614,76 	A-09-05-3A4959			 3.614,76   		
1	A-09-05-3B	4959	"CAIXA MEDIDOR POLIFASICO 407X273mm ""LOGO CERJ- OBSOLETO"""	UND  	36	36			36	0	 R$ 100,41 	 R$ -   	 R$ 3.614,76 	A-09-05-3B4959			 3.614,76   		
1	A-11-02-2B	4520	"PRENSA-CABO COMPLETO-BSP 1/2"" LP+P/UV-LT-PA-40DAN"	UND  	635	635			635	0	 R$ 0,85 	 R$ -   	 R$ 539,75 	A-11-02-2B4520			 539,75   		
7	BLA	4018	CAIXA ARQUIVO PAPELÃO OF A25/L14/C36CM	UND  	14	14			14	0	 R$ 1,80 	 R$ -   	 R$ 25,20 	BLA4018			 25,20   		
7	BLA	4495	CADEIRA SECRETÁRIA EXECUTIVA BACK SYSTEM BRAÇO REGULÁVEL	UND  	2	2			2	0	 R$ 413,00 	 R$ -   	 R$ 826,00 	BLA4495			 826,00   		
7	BLA	4520	"PRENSA-CABO COMPLETO-BSP 1/2"" LP+P/UV-LT-PA-40DAN"	UND  	1990	1.990			1990	0	 R$ 0,85 	 R$ -   	 R$ 1.691,50 	BLA4520			 1.691,50   		
7	BLA	4873	CINTA AJUSTÁVEL P/ POSTE BAP2 800MM DDT174212R2	UND  	2985	2.985			2985	0	 R$ 9,00 	 R$ -   	 R$ 26.865,00 	BLA4873			 26.865,00   		
7	BLA	5131	SABONETE LÍQUIDO 5L	UND  	3	3			3	0	 R$ 11,80 	 R$ -   	 R$ 35,40 	BLA5131			 35,40   		
7	BLA	5134	ESPONJA DUPLA FACE  VD/AM	UND  	2	2			2	0	 R$ 0,40 	 R$ -   	 R$ 0,80 	BLA5134			 0,80   		
7	BLA	5232	DETERGENTE LÍQUIDO 5L	UND  	5	5			5	0	 R$ 9,07 	 R$ -   	 R$ 45,35 	BLA5232			 45,35   		
7	BLA	5267	DESINFETANTE 5L FLORAL	UND  	1	1			1	0	 R$ 5,94 	 R$ -   	 R$ 5,94 	BLA5267			 5,94   		
7	BLA	5980	SACO DE LIXO 100L	UND  	5	5			5	0	 R$ 44,99 	 R$ -   	 R$ 224,95 	BLA5980			 224,95   		
7	BLA	6196	"ESGUINCHO REGULAVEL DE 2"" 1/2"	UND  	1	1			1	0	 R$ 95,00 	 R$ -   	 R$ 95,00 	BLA6196			 95,00   		
7	BLA	6292	TUBO TERMORETRÁTIL DE 1/4'' COR PRETA COM ADESIVO INTERNO 6,0X2,0MM	METRO	30	30			30	0	 R$ 8,35 	 R$ -   	 R$ 250,50 	BLA6292			 250,50   		
7	BLA	6293	TUBO TERMORETRÁTIL DE 3/8'' COR PRETA COM ADESIVO INTERNO 9,0X3,0MM	METRO	22	22			22	0	 R$ 11,02 	 R$ -   	 R$ 242,44 	BLA6293			 242,44   		
7	BLA	6296	TUBO TERMORETRÁTIL DE 1.1/4'' COR PRETA COM ADESIVO INTERNO 30,0X8,0MM	METRO	14	14			14	0	 R$ 22,42 	 R$ -   	 R$ 313,88 	BLA6296			 313,88   		
7	BLA	6300	TUBO TERMORETRÁTIL DE 1/8'' TRANSPARENTE SEM ADESIVO 3,2X1,6MM	METRO	89	89			89	0	 R$ 5,06 	 R$ -   	 R$ 450,34 	BLA6300			 450,34   		
7	BLA	6305	TUBO TERMORETRÁTIL DE 1'' TRANSPARENTE SEM ADESIVO 25,4X12,7MM	METRO	2	2			2	0	 R$ 28,63 	 R$ -   	 R$ 57,26 	BLA6305			 57,26   		
7	BLA	6411	VASSOURA DE PELO SINTÉTICO 40 CM	UND  	3	3			3	0	 R$ 8,70 	 R$ -   	 R$ 26,10 	BLA6411			 26,10   		
7	BLA	6412	RODO MADEIRA 40 CM	UND  	3	3			3	0	 R$ 11,70 	 R$ -   	 R$ 35,10 	BLA6412			 35,10   		
7	BLA	6413	ODORIZADOR DE AR 360 ML	UND  	4	4			4	0	 R$ 9,76 	 R$ -   	 R$ 39,04 	BLA6413			 39,04   		
7	BLA	6415	SACO DE LIXO 200L MÉDIO PR. C/100UN	PACOTE	3	3			3	0	 R$ 20,12 	 R$ -   	 R$ 60,36 	BLA6415			 60,36   		
7	BLA	6417	LIMPA VIDROS VIDREX C/ ALCOOL 500ML	UND  	2	2			2	0	 R$ 5,00 	 R$ -   	 R$ 10,00 	BLA6417			 10,00   		
7	BLA	6479	LUSTRA MOVEIS 200 ML	UND  	1	1			1	0	 R$ 2,29 	 R$ -   	 R$ 2,29 	BLA6479			 2,29   		
7	BLA	6764	CAIXA PAPELÃO ONDULADA  390 X 320 X 310MM	UND  	740	750	740		740	0	 R$ 2,66 	 R$ -   	 R$ 1.968,40 	BLA6764			 1.968,40   		
7	BLA	6790	LÂMPADA FLUORESCENTE HO 110W	UND  	18	18			18	0	 R$ 14,60 	 R$ -   	 R$ 262,80 	BLA6790			 262,80   		
7	BLA	6791	PAPEL HIGIÊNICO ROLÃO C/ 8 UNIDS	PACOTE	5	5			5	0	 R$ 48,99 	 R$ -   	 R$ 244,95 	BLA6791			 244,95   		
7	BLA	6792	SACO DE PANO P/ LIMPEZA TAM. G	UND  	17	17			17	0	 R$ 2,47 	 R$ -   	 R$ 41,99 	BLA6792			 41,99   		
7	BLA	6793	LÃ DE AÇO (BOMBRIL)	PACOTE	4	4			4	0	 R$ 1,24 	 R$ -   	 R$ 4,96 	BLA6793			 4,96   		
7	BLA	6980	PAPEL TOALHA 20CM ROLÃO PCT C/ 6	PACOTE	6	6			6	0	 R$ 60,00 	 R$ -   	 R$ 360,00 	BLA6980			 360,00   		
7	BLA	7017	MULTIUSO LIMPADOR DE USO GERAL 500ML	UND  	6	6			6	0	 R$ 3,29 	 R$ -   	 R$ 19,74 	BLA7017			 19,74   		
7	BLA	7077	VASSOURA PIAÇAVA C/ CHAPA	UND  	16	16			16	0	 R$ 5,87 	 R$ -   	 R$ 93,92 	BLA7077			 93,92   		
7	BLA	7082	FLANELA P/ LIMPEZA 28X28CM	UND  	1	1			1	0	 R$ 1,22 	 R$ -   	 R$ 1,22 	BLA7082			 1,22   		
7	BLA	7442	LUVA LATEX AMARELA	PAR  	150	150			150	0	 R$ 2,79 	 R$ -   	 R$ 418,50 	BLA7442			 418,50   		
7	BLA	7443	PÁ DE LIXO DE PLÁSTICO CABO LONGO	UND  	16	16			16	0	 R$ 4,30 	 R$ -   	 R$ 68,80 	BLA7443			 68,80   		
7	BLA	7690	SACO DE LIXO DE 100 LITROS UNIDADE	UND  	96	96			96	0	 R$ 17,85 	 R$ -   	 R$ 1.713,60 	BLA7690			 1.713,60   		
7	BLA	7813	MANGUEIRA DE INCÊNDIO 1.1/2 15MT TIPO 2	UND  	2	2			2	0	 R$ 420,00 	 R$ -   	 R$ 840,00 	BLA7813			 840,00   		
7	BLA	7876	CANECA EM ALUMINIO 350 ML	UND  	88	88			88	0	 R$ 13,49 	 R$ -   	 R$ 1.187,27 	BLA7876			 1.187,27   		
7	BLA	8172	LIXEIRA DE 20L C/ TAMPA E PEDAL - PRETA	UND  	4	4			4	0	 R$ 39,90 	 R$ -   	 R$ 159,60 	BLA8172			 159,60   		
7	BLA	8218	BARRAMENTO DE NEUTRO (AZUL)	UND  	2	2			2	0	 R$ 7,00 	 R$ -   	 R$ 14,00 	BLA8218			 14,00   		
7	BLA	8219	BARRAMENTO DE TERRA (VERDE)	UND  	2	2			2	0	 R$ 8,00 	 R$ -   	 R$ 16,00 	BLA8219			 16,00   		
7	BLA	8222	BARRAMENTO TRIFÁSICO PARA 28 POSIÇÕES 100A	UND  	1	1			1	0	 R$ 136,26 	 R$ -   	 R$ 136,26 	BLA8222			 136,26   		
7	BLA	8223	BARRAMENTO TRIFÁSICO PARA 34 POSIÇÕES 150A	UND  	1	1			1	0	 R$ 163,65 	 R$ -   	 R$ 163,65 	BLA8223			 163,65   		
7	BLA	8224	BARRAMENTO TRIFÁSICO PARA 56 POSIÇÕES 225A	UND  	1	1			1	0	 R$ 375,26 	 R$ -   	 R$ 375,26 	BLA8224			 375,26   		
7	BLA	8231	CABO FLEXÍVEL 6mm² PRETO (100 metros)	ROLO	1	1			1	0	 R$ 234,00 	 R$ -   	 R$ 234,00 	BLA8231			 234,00   		
7	BLA	8232	DISJUNTOR BIPOLAR 10A	UND  	1	1			1	0	 R$ 22,23 	 R$ -   	 R$ 22,23 	BLA8232			 22,23   		
7	BLA	8233	DISJUNTOR BIPOLAR 20A	UND  	33	33			33	0	 R$ 22,23 	 R$ -   	 R$ 733,59 	BLA8233			 733,59   		
7	BLA	8234	DISJUNTOR BIPOLAR 40A	UND  	2	2			2	0	 R$ 22,23 	 R$ -   	 R$ 44,46 	BLA8234			 44,46   		
7	BLA	8235	DISJUNTOR BIPOLAR 50A	UND  	1	1			1	0	 R$ 22,23 	 R$ -   	 R$ 22,23 	BLA8235			 22,23   		
7	BLA	8236	DISJUNTOR BIPOLAR 32A	UND  	1	1			1	0	 R$ 22,23 	 R$ -   	 R$ 22,23 	BLA8236			 22,23   		
7	BLA	8237	DISJUNTOR BIPOLAR 25A	UND  	18	18			18	0	 R$ 22,23 	 R$ -   	 R$ 400,14 	BLA8237			 400,14   		
7	BLA	8239	DISJUNTOR MONOPOLAR 16A	UND  	5	5			5	0	 R$ 5,88 	 R$ -   	 R$ 29,40 	BLA8239			 29,40   		
7	BLA	8240	DISJUNTOR MONOPOLAR 25A	UND  	3	3			3	0	 R$ 5,88 	 R$ -   	 R$ 17,64 	BLA8240			 17,64   		
7	BLA	8241	DISJUNTOR MONOPOLAR 32A	UND  	2	2			2	0	 R$ 5,88 	 R$ -   	 R$ 11,76 	BLA8241			 11,76   		
7	BLA	8242	DISJUNTOR MONOPOLAR 20A	UND  	27	27			27	0	 R$ 5,88 	 R$ -   	 R$ 158,76 	BLA8242			 158,76   		
7	BLA	8244	DISJUNTOR TRIPOLAR 20A	UND  	5	5			5	0	 R$ 25,72 	 R$ -   	 R$ 128,60 	BLA8244			 128,60   		
7	BLA	8246	DISJUNTOR MONOPOLAR 50A	UND  	2	2			2	0	 R$ 5,88 	 R$ -   	 R$ 11,76 	BLA8246			 11,76   		
7	BLA	8247	DISJUNTOR TRIPOLAR 25A	UND  	3	3			3	0	 R$ 25,72 	 R$ -   	 R$ 77,16 	BLA8247			 77,16   		
