Endereço		Local	Nível	Posição	LP	Código	Descrição	Cen	Dep	Status	Qtde	Série	Fabricante	Mês/Ano fabricação
PATIOCEN	6	P1	A	1	123765	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	784876	ROMAGNOLE	5/2011
PATIOCEN	6	P1	A	1	166440	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1175949	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	156542	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1017858	ITB	8/2016
PATIOCEN	6	P1	A	1	147274	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	945782	ROMAGNOLE	11/2014
PATIOCEN	6	P1	A	1	156732	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1034821	ROMAGNOLE	7/2016
PATIOCEN	6	P1	A	1	123705	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	784816	ROMAGNOLE	5/2011
PATIOCEN	6	P1	A	1	166968	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1180370	romagnole	-
PATIOCEN	6	P1	A	1	172469	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1276200	ROMANG	12/2020
PATIOCEN	6	P1	A	1	158661	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1068765	ROMAGNOLE	12/2016
PATIOCEN	6	P1	A	1	137917	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	856212	ROMAGNOLE	3/2013
PATIOCEN	6	P1	A	1	168072	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1201343	ROMANG	10/2019
PATIOCEN	6	P1	A	1	175333	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1381802	ITB	9/2021
PATIOCEN	6	P1	A	1	155109	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1	1504858	OMCT	-
PATIOCEN	6	P1	A	1	148327	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	949763	ROMAGNOLE	11/2014
PATIOCEN	6	P1	A	1	173507	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1290223	ROMANG	3/2021
PATIOCEN	6	P1	A	1	158380	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1059135	ROMAGNOLE	11/2016
PATIOCEN	6	P1	A	1	166451	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1175960	romagnole	-
PATIOCEN	6	P1	A	1	169406	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1225701	ROMANG	1/2020
PATIOCEN	6	P1	A	1	157402	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1038744	ROMAGNOLE	7/2016
PATIOCEN	6	P1	A	1	144906	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	870941	ITB	5/2014
PATIOCEN	6	P1	A	1	168975	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1220452	ROMANG	1/2020
PATIOCEN	6	P1	A	1	137541	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	856089	ROMAGNOLE	2/2013
PATIOCEN	6	P1	A	1	160726	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1102120	Romagnole	-
PATIOCEN	6	P1	A	1	171664	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1339898	ITB	1/2021
PATIOCEN	6	P1	A	1	166914	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1180396	ROMANG	1/2019
PATIOCEN	6	P1	A	1	176261	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1418952	ITB	2/2022
PATIOCEN	6	P1	A	1	166285	397024	TRANSFORMADOR DISTR TRIF 112,5KVA AP BL	11	15	DEPS	1	1176164	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	172864	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1347284	ITB	2/2021
PATIOCEN	6	P1	A	1	173684	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1363282	ITB	5/2021
PATIOCEN	6	P1	A	1	173972	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1367601	ITB	6/2021
PATIOCEN	6	P1	A	1	172165	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1342433	ITB	2/2021
PATIOCEN	6	P1	A	1	170163	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1244935	ROMANG	7/2020
PATIOCEN	6	P1	A	1	142262	397968	TRANSFORMADOR DISTR MONOF 75,0KVA	11	15	DEPS	1	871996	ITB	3/2014
PATIOCEN	6	P1	A	1	162602	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1124990	Romagnole	3/2018
PATIOCEN	6	P1	A	1	172201	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1339210	ITB	1/2021
PATIOCEN	6	P1	A	1	175464	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1382067	ITB	9/2021
PATIOCEN	6	P1	A	1	172256	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1339165	ITB	1/2021
PATIOCEN	6	P1	A	1	173443	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1290273	ROMANG	3/2021
PATIOCEN	6	P1	A	1	165551	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1046582184	weg	-
PATIOCEN	6	P1	A	1	160191	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1	1088742	Romagnole	5/2017
PATIOCEN	6	P1	A	1	160810	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	875027	Romagnole	6/2017
PATIOCEN	6	P1	A	1	156515	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1000668	ITB	-
PATIOCEN	6	P1	A	1	145566	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	929472	ROMAGNOLE	8/2014
PATIOCEN	6	P1	A	1	169528	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1052673050	WEG	1/2020
PATIOCEN	6	P1	A	1	165937	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1169599	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	166270	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1175791	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	153600	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1005020	ROMAGNOLE	10/2015
PATIOCEN	6	P1	A	1	151227	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	981813	ROMAGNOLE	6/2015
PATIOCEN	6	P1	A	1	146347	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	911588	ITB	9/2014
PATIOCEN	6	P1	A	1	157720	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1057714	ROMAGNOLE	9/2016
PATIOCEN	6	P1	A	1	174584	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1313288	ROMANG	7/2021
PATIOCEN	6	P1	A	1	167511	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1184711	romagnole	-
PATIOCEN	6	P1	A	1	158294	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1057653	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	143773	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	919792	ROMAGNOLE	3/2014
PATIOCEN	6	P1	A	1	169677	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1229034	ROMANG	6/2020
PATIOCEN	6	P1	A	1	146882	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	917445	ITB	10/2014
PATIOCEN	6	P1	A	1	175497	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1387530	ITB	9/2021
PATIOCEN	6	P1	A	1	155229	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	991131	ITB	2/2016
PATIOCEN	6	P1	A	1	163201	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1132890	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	148746	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	957181	ROMAGNOLE	12/2014
PATIOCEN	6	P1	A	1	163151	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1132482	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	147851	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	949880	ROMAGNOLE	10/2014
PATIOCEN	6	P1	A	1	171101	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1323450	ITB	10/2020
PATIOCEN	6	P1	A	1	175803	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1061537165	WEG	10/2021
PATIOCEN	6	P1	A	1	139165	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	860179	ROMAGNOLE	6/2013
PATIOCEN	6	P1	A	1	169896	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1235515	ROMANG	6/2020
PATIOCEN	6	P1	A	1	137747	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	856387	ROMAGNOLE	2/2013
PATIOCEN	6	P1	A	1	113119	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	737190	ROMAGNOLE	2/2010
PATIOCEN	6	P1	A	1	166143	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1175009	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	175228	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1380887	ITB	8/2021
PATIOCEN	6	P1	A	1	173334	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1358915	ITB	4/2021
PATIOCEN	6	P1	A	1	171106	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1323455	ITB	10/2020
PATIOCEN	6	P1	A	1	139862	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	871449	ROMAGNOLE	5/2013
PATIOCEN	6	P1	A	1	169666	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1229023	ROMANG	6/2020
PATIOCEN	6	P1	A	1	137741	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	856381	ROMAGNOLE	2/2013
PATIOCEN	6	P1	A	1	163777	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1136077	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	172504	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1276295	ROMANG	12/2020
PATIOCEN	6	P1	A	1	150755	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	981511	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	142245	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	902647	ROMAGNOLE	11/2013
PATIOCEN	6	P1	A	1	169041	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1220588	ROMANG	1/2020
PATIOCEN	6	P1	A	1	140929	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	887688	ROMAGNOLE	9/2013
PATIOCEN	6	P1	A	1	170004	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1053859602	WEG	6/2020
PATIOCEN	6	P1	A	1	163795	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1136095	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	158511	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1065733	Romagnole	-
PATIOCEN	6	P1	A	1	158841	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1068245	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	157860	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1048572	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	153928	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	972643	ITB	-
PATIOCEN	6	P1	A	1	135661	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	847467	ROMAGNOLE	10/2012
PATIOCEN	6	P1	A	1	172494	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1276225	ROMANG	12/2020
PATIOCEN	6	P1	A	1	174374	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1380578	ITB	8/2021
PATIOCEN	6	P1	A	1	151172	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	987657	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	175369	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1381838	ITB	9/2021
PATIOCEN	6	P1	A	1	162065	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1121887	romagnole	7/2018
PATIOCEN	6	P1	A	1	172206	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1339215	ITB	1/2021
PATIOCEN	6	P1	A	1	166066	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1174821	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	166367	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1175882	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	146871	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	917434	ITB	10/2014
PATIOCEN	6	P1	A	1	152418	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	997926	ROMAGNOLE	10/2015
PATIOCEN	6	P1	A	1	151553	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	949834	ITB	6/2015
PATIOCEN	6	P1	A	1	154465	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	970331	ITB	1/2016
PATIOCEN	6	P1	A	1	165196	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1046010421	weg	-
PATIOCEN	6	P1	A	1	161781	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1117978	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	153953	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	981507	ITB	-
PATIOCEN	6	P1	A	1	163739	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1136039	ROMAGNOLE	1/2018
PATIOCEN	6	P1	A	1	174236	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1305025	ROMANG	7/2021
PATIOCEN	6	P1	A	1	169900	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1235519	ROMANG	6/2020
PATIOCEN	6	P1	A	1	151458	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1	1027616708	WEG	6/2015
PATIOCEN	6	P1	A	1	140084	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	875992	ROMAGNOLE	8/2013
PATIOCEN	6	P1	A	1	172444	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1276275	ROMANG	12/2020
PATIOCEN	6	P1	A	1	171373	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1265888	ROMANG	10/2020
PATIOCEN	6	P1	A	1	171243	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1327341	ITB	11/2020
PATIOCEN	6	P1	A	1	147521	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	943486	ROMAGNOLE	10/2014
PATIOCEN	6	P1	A	1	122437	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	782806	ROMAGNOLE	2/2011
PATIOCEN	6	P1	A	1	149426	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	963253	ROMAGNOLE	1/2015
PATIOCEN	6	P1	A	1	158737	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1068101	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	150082	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	935674	ITB	4/2015
PATIOCEN	6	P1	A	1	138664	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	404507	ABB	4/2013
PATIOCEN	6	P1	A	1	137491	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1	852674	ROMAGNOLE	2/2013
PATIOCEN	6	P1	A	1	166895	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1180492	romagnole	-
PATIOCEN	6	P1	A	1	139851	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	871438	ROMAGNOLE	5/2013
PATIOCEN	6	P1	A	1	137498	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1	852681	ROMAGNOLE	2/2013
PATIOCEN	6	P1	A	1	165541	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS MONT	1	1046582174	weg	-
PATIOCEN	6	P1	A	1	170457	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1245209	ROMANG	7/2020
PATIOCEN	6	P1	A	1	168301	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1206900	ROMANG	11/2019
PATIOCEN	6	P1	A	1	151925	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	986337	ROMAGNOLE	7/2015
PATIOCEN	6	P1	A	1	172119	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1339293	ITB	1/2021
PATIOCEN	6	P1	A	1	160779	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1102133	Romagnole	6/2017
PATIOCEN	6	P1	A	1	170430	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1245182	ROMANG	7/2020
PATIOCEN	6	P1	A	1	160148	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1090574	ROMAGNOLE	5/2017
PATIOCEN	6	P1	A	1	137158	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	855949	ROMAGNOLE	2/2013
PATIOCEN	6	P1	A	1	171195	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1327437	ITB	11/2020
PATIOCEN	6	P1	A	1	174792	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1385103	ITB	9/2021
PATIOCEN	6	P1	A	1	160262	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1090650	Romagnole	-
PATIOCEN	6	P1	A	1	143142	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	875789	ITB	3/2014
PATIOCEN	6	P1	A	1	154577	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	970635	ITB	11/2015
PATIOCEN	6	P1	A	1	174785	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1384847	ITB	9/2021
PATIOCEN	6	P1	A	1	161711	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1117490	Romagnole	-
PATIOCEN	6	P1	A	1	139320	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	860112	ROMAGNOLE	4/2013
PATIOCEN	6	P1	A	1	162504	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1125017	romagnole	-
PATIOCEN	6	P1	A	1	143560	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	877930	ITB	4/2014
PATIOCEN	6	P1	A	1	144304	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	924018	ROMAGNOLE	3/2014
PATIOCEN	6	P1	A	1	173893	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1303802	ROMANG	6/2021
PATIOCEN	6	P1	A	1	174664	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1381882	ITB	9/2021
PATIOCEN	6	P1	A	1	143750	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	914817	ROMAGNOLE	2/2014
PATIOCEN	6	P1	A	1	175580	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1320227	ROMANG	8/2021
PATIOCEN	6	P1	A	1	172726	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1280425	ROMANG	3/2021
PATIOCEN	6	P1	A	1	162537	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1125050	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	154579	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	970637	ITB	11/2015
PATIOCEN	6	P1	A	1	174314	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1380516	ITB	8/2021
PATIOCEN	6	P1	A	1	175481	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1387514	ITB	9/2021
PATIOCEN	6	P1	A	1	157575	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1043191	ROMAGNOLE	8/2016
PATIOCEN	6	P1	A	1	146201	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	932898	ROMAGNOLE	6/2014
PATIOCEN	6	P1	A	1	151605	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	949846	ITB	-
PATIOCEN	6	P1	A	1	152216	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	990664	ROMAGNOLE	6/2015
PATIOCEN	6	P1	A	1	154743	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	980115	ITB	2/2016
PATIOCEN	6	P1	A	1	165758	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1161063	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	150388	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	949999	ROMAGNOLE	2/2015
PATIOCEN	6	P1	A	1	146670	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	936614	ROMAGNOLE	8/2014
PATIOCEN	6	P1	A	1	143007	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	875625	ITB	3/2014
PATIOCEN	6	P1	A	1	142828	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	912488	ROMAGNOLE	1/2014
PATIOCEN	6	P1	A	1	158900	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1068284	ROMAGNOLE	12/2016
PATIOCEN	6	P1	A	1	169916	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1235535	ROMANG	1/2020
PATIOCEN	6	P1	A	1	169035	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1220582	ROMANG	1/2020
PATIOCEN	6	P1	A	1	158908	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1068292	ROMAGNOLE	12/2016
PATIOCEN	6	P1	A	1	175174	397022	TRANSFORMADOR DISTR TRIF 45,0KVA AP BL	11	15	DEPS	1	1326208	ROMANG	8/2021
PATIOCEN	6	P1	A	1	143483	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	877621	ITB	3/2014
PATIOCEN	6	P1	A	1	166304	397145	TRANSFORMADOR DISTR TRIF 112,5KVA 6/13KV	11	15	DEPS	1	1177020	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	146334	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	911056	ITB	9/2014
PATIOCEN	6	P1	A	1	175640	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1320277	ROMANG	8/2021
PATIOCEN	6	P1	A	1	175400	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1381869	ITB	9/2021
PATIOCEN	6	P1	A	1	144236	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	920005	ROMAGNOLE	3/2014
PATIOCEN	6	P1	A	1	174140	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1304925	ROMANG	7/2021
PATIOCEN	6	P1	A	1	171396	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1265911	ROMANG	10/2020
PATIOCEN	6	P1	A	1	175112	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1318374	ROMANG	8/2021
PATIOCEN	6	P1	A	1	168324	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1206923	ROMANG	12/2019
PATIOCEN	6	P1	A	1	142719	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	912387	ROMAGNOLE	1/2014
PATIOCEN	6	P1	A	1	164355	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1139162	romagnole	-
PATIOCEN	6	P1	A	1	151276	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	983666	ROMAGNOLE	5/2015
PATIOCEN	6	P1	A	1	170306	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1	1245062	ROMANG	7/2020
PATIOCEN	6	P1	A	1	142655	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	912638	ROMAGNOLE	1/2014
PATIOCEN	6	P1	A	1	169983	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1240673	ROMANG	1/2020
PATIOCEN	6	P1	A	1	173997	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1367626	ITB	6/2021
PATIOCEN	6	P1	A	1	147937	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	923064	ITB	12/2014
