Material,Texto breve material,Unid.medida básica,Val.utiliz.livre
30028941,OCULOS SEG SOBREPOR INC UVEX,UN,120.00
30028953,LUVA ISOL BORR TIPO II CL1 TAM9,UN,4998.09
30028955,CALCA PROT P/ MOTOSSERRISTA TAM GG,UN,888.87
30028956,CALCA PROT P/ MOTOSSERRISTA TAM G,UN,2222.18
30028957,CALCA PROT P/ MOTOSSERRISTA TAM M,UN,2444.40
30028958,CALCA PROT P/ MOTOSSERRISTA TAM P,UN,1333.31
30028959,COLETE REFLETIVO SINALIZ TAM EG,UN,51.60
30028960,COLETE REFLETIVO SINALIZ TAM G,UN,448.80
30028961,COLETE REFLETIVO SINALIZ TAM GG,UN,374.22
30028962,COLETE REFLETIVO SINALIZ TAM M,UN,110.40
30028963,COLETE REFLETIVO SINALIZ TAM P,UN,312.16
30028964,PLACA SINALIZ PVC P/ PEDESTRE,UN,2349.06
30028984,ALCA PREF CABO COBERTO CA 70MM2 - 15KV,PEÇ,7864.66
30029057,PARAFUSO ESP AL MA M16X2MM 600MM,PEÇ,990.00
30029089,LUVA ISOL BORR TIPO I CL0 TAM10,PAR,1470.60
30029203,MOCHILA ACOND KIT TRABALHO ALTURA,PEÇ,4686.41
30029214,CONECTOR TERMINAL COBRE 2 FUROS - 400MM2,UN,1674.96
30029293,CONECTOR PERFURANTE PARA IP CL 05,UN,966.90
30029394,RELE DE CORTE RELIGA GARNET 2.5 - FASE A,PEÇ,9596.86
30029395,RELE DE CORTE RELIGA GARNET 2.5 - FASE B,PEÇ,9047.27
30029396,RELE DE CORTE RELIGA GARNET 2.5 - FASE C,PEÇ,8715.98
30029397,PROTETOR BARRAMENTO GARNET 2.5 - CASULO,PEÇ,10239.60
30029398,SUPORTE LD MEDIDOR GARNET 2.5,PEÇ,4368.90
30029421,SELO LACRACAO EDP POLICARBONATO AZUL,PEÇ,1665.04
30029423,PONTEIRA ESPECIAL BLOQUEADOR ELETRODUTO,PEÇ,315.00
30029433,SELO LACRACAO STC POLICARBONATO LARANJA,PEÇ,49647.55
30029434,SELO LACRACAO STC POLICARBONATO PRETO,PEÇ,9914.52
30029435,SELO LACRACAO STC POLICARBONATO VERMELHO,PEÇ,1816.44
30029506,CORDA SEG LINHA DE VIDA,M,9976.72
30029536,BLOQUEADOR ELETRODUTO DE 1 POLEGADA,PEÇ,3860.00
30029537,BLOQUEADOR ELETRODUTO DE 1 E 1/4 POL,PEÇ,3860.00
30029538,BLOQUEADOR ELETRODUTO DE 1 E 1/2 POL,PEÇ,3860.00
30029994,CPU CONCENTRADOR PRIMARIO,PEÇ,23427.09
30030067,EMENDA AUTOMATICA 1/0AWG/2/0AWG/70MM² CZ,PEÇ,92439.90
30030069,EMENDA AUTOMATICA 336.4MCM/185MM² VERDE,PEÇ,2067.45
30030096,TERMINAL DESCON COT 70MM 200A 15KV DEAD,JG,17908.60
30030097,TERMINAL DESCONEC RT 35MM 200A 15KV DEAD,UN,1851.42
30030098,TERMINAL DESCONEC RT 70MM 200A 15KV DEAD,JG,3931.29
30030099,TERMINAL COT FUSIVEL 35MM 200A 25KV LOAD,UN,5244.98
30030102,TERMIN DESCONEC COT 70MM² 200A 25KV LOAD,UN,3919.65
30030123,TERMINAL DESC TIPO T PT2 200A 15KV DEAD,UN,10187.16
30030124,TERMINAL DESC TIPO T PT3 200A 15KV DEAD,UN,3561.24
30030125,PLUGUE ISOLANTE BLINDADO PIB 15kV DEAD,PEÇ,4275.01
30030126,PLUGUE DE ATERRAMENTO  PAT 15KV DEAD,PEÇ,3881.56
30030127,RECEPTACULO ISOLANTE  RIB 15KV DEAD,PEÇ,4863.77
30030128,MODULO ISOL BLINDADO MIB 200A 15kV DEAD,PEÇ,8130.05
30030129,PLUGUE INSERC SIMPLES PIS 200A 15KV DEAD,UN,1139.89
30030130,PLUGUE INSERCAO DUPLO PID 200A 15KV DEAD,UN,19726.10
30030131,BARRAMENTO TRIPLEX BTX 200A 15KV DEAD,PEÇ,31499.79
30030132,BARRAMENTO QUADRIP BQX 200A 15kV DEAD,PEÇ,34613.24
30030135,BARRAMENTO TRIPLEX BTX 200A 25KV LOAD,UN,8552.29
50000437,CONTATO DISJ OLE SCHUH HPFW311M,PEÇ,144.27
50000590,LÂMPADA LUZ MISTA E27 OVÓIDE 230V 250W,PEÇ,1395.44
50000591,LÂMPADA VAP MERC E40 ELÍPTICO 220V 400W,PEÇ,1355.94
50000593,LÂMPADA VAP MERC E27 ELIPTICO 220V 125W,PEÇ,4185.07
50000596,LÂMPADA VAP MERC E40 ELIPTICO 220V 250W,PEÇ,1991.16
50000597,LÂMPADA LUZ MISTA E27 OVÓIDE 230V 160W,PEÇ,1957.34
50000599,LÂMPADA LUZ MISTA E40 OVÓIDE 230V 250W,PEÇ,336.97
50000601,LÂMPADA VAPOR DE SÓDIO TUBULAR 70 W,PEÇ,1304.57
50000602,LÂMPADA VAPOR DE SÓDIO TUBULAR 150 W,PEÇ,11075.52
50000603,LÂMPADA VAPOR DE SÓDIO TUBULAR 400 W,PEÇ,160.13
50000604,LÂMPADA VAPOR DE SÓDIO TUBULAR 250 W,PEÇ,5296.92
50000664,SINALEIRO FRONTAL QUAD 22.5MM IC 220VCA,PEÇ,1.00
50000816,SINALIZADOR SONOR 127VCA 100DB MONOTONAL,PEÇ,81.14
50003331,ALÇA PRÉ FORMAD P/ CABO CONCÊNTRICO 19.5,PC,1361.64
80007787,UBIQUITI AIRMAX SECTOR 5 GHZ 2X2 MIMO,UN,532.19
80007789,FONTE UBIQUITI 24V - 0.5A,UN,756.50
90000008,SUCATA DE ALUMINIO CABO/FIO/NÚ CAA,KG,4487.56
90000011,SUCATA ISOLADORES DIVERSOS.,KG,170.87
90000031,SUCATA DE CABO/FIO DE ALUMINIO ISOLADO,KG,20909.46
90000034,SUCATA COBRE CABO E FIO ISOLADO,KG,11742.13
90000036,SUCATA REATORES DE IP,KG,205.82
90000037,SUCATA COBRE CABO/FIO NU,KG,454.50
90000038,SUCATA CRUZETA MADEIRA DIVERSOS,PEÇ,1.00
90000042,BATERIAS DIV,PEÇ,4742.49
90000048,SUCATA PLASTICO/BORRACHA/FIBRA DE VIDRO,KG,0.05
90000052,SUCATA FERRO GALVANIZADO,KG,1626.68
90000058,SUCATA CHAVES E PARA-RAIOS ATE 34.5KV,KG,3712.44
90000070,SUCATA DE ALUMINIO CABO/FIO/NÚ CA,KG,1820.34
90000103,LÂMPADA VAPOR DE SÓDIO TUBULAR 100 W,PEÇ,619.32
90000508,LÂMPADA VAP. MERC E27 ELIPTICO 220V 125W,PEÇ,9.31
90000511,LÂMPADA VAP. SÓDIO E27 ELIPTICO 220V 70W,PEÇ,0.03
90000513,LÂMPADA VAP. SÓDIO E40 TUBULAR 220V 150W,PEÇ,4.45
90000514,LÂMPADA VAP. SÓDIO E40 TUBULAR 220V 250W,PEÇ,445.14
90000696,TRAFO AEREA TRI15KV G M 112.5KVA,PEÇ,286.78
90000800,TRAFO DIST 1F 1.5KVA BCO CAP 7.96KV 127V,PEÇ,421.60
90000941,LÂMPADA VAP. MERC E40 ELIPTICO 220V 250W,PEÇ,0.49
90000978,TRAFO DIS MONO5KVA-15KV-240/120-G RETIRA,PEÇ,0.01
90000984,CAPAC POTENCIA 7.62KV 200KVAR 15KV,PEÇ,34314.69
90000993,LÂMPADA VAP. MERC E40 ELIPTICO 220V 400W,PEÇ,1.50
90001044,CAPAC POTENCIA 13.2KV 100KVAR 15KV,PEÇ,0.01
90001110,CAPAC POTENCIA 7.62KV 100KVAR 15KV,PEÇ,269699.66
90001211,TRAFO POTL 13.8KV 120/70:1 0.6P200 EXT,PEÇ,559.85
90001263,CAPAC POTE. 7.96KV 200KVAR 15KV SUCATA,PEÇ,2816.13
90001535,TRANSF POTLC 138KV INDUTIVO EMFC 96/145,PEÇ,84636.62
90001858,TRAFO COR 138KV 1200/5A EXT,PEÇ,18403.45
90002760,TRAFO COR 138KV IMBD-145,PEÇ,0.02
90003131,CAPACITOR POTÊNCIA 100KVAR 7.96KV SUCATA,PEÇ,0.01
90003505,TRAFO POTLC INDUTIVO VTOF-138,PEÇ,0.02
90003509,TRAFO CORENTE - NCOC - 138KV - HITACHI,PEÇ,0.00
90003814,TRAFO DIS TRI15KVA15KV220/127V-M RETIRAD,PEÇ,7604.13
90003815,TRAFO DIS TRI30KVA15KV220/127V-M RETIRAD,PEÇ,9210.09
90003816,TRAFO DIS TRI45KVA15KV220/127V-M RETIRAD,PEÇ,14083.79
90003820,TRAFO DIS TRI75KVA15KV220/127V-M RETIRAD,PEÇ,6856.66
90003822,TRAFO DIS TRI150KVA15KV220/127V-M RETIRA,PEÇ,299.84
90003823,TRAFO DIST 1F 10KVA G 7.96KV 240/120V,PEÇ,1081.28
90003824,TRAFO DIS MON25KVA-15KV240/120-G RETIRAD,PEÇ,3359.00
90003825,TRAFO DIS MON 50KVA15KV240/120-G RETIRAD,PEÇ,2083.15
90003826,TRAFO DIS MON100KVA15KV240/120-G RETIRAD,PEÇ,2388.23
90004353,CHAVE · àLEO P/ BANCO  CAPACITOR  SUCATA,PEÇ,228201.24
90004549,TRAFO DIS TRI112.5KVA15KV220/127V-M RETI,PEÇ,336.39
90006101,REGULADOR TENSAO MONO 7620V 219A,PEÇ,888278.26
90006284,CHAVE UNIP OLEO BCO CAPACITOR MOTORIZAD,PEÇ,204330.56
90006816,TRAFO POTL IND 138kV 0.3P50-0.3P100 EXT,PEÇ,0.02
90006982,SUCATA DE CABO DE AÇO,KG,1355.44
90007184,SUCATA FERRO VELHO DIVERSO,KG,28155.95
90007871,REGULADOR TENSAO 1F 7.62KV 438A 333KVA.,PEÇ,148164.92
90007883,Equip. Religador Autom.- EIRA 560 A 15kV,PEÇ,2504.23
90008796,TRAFO COR 138KV 25/50/100-5A 0.3C50 EXT,PEÇ,53313.18
90009201,CAPACITOR POT MONO 100KVAR 7960V 95KV 5D,PEÇ,1294.51
90009425,SUCATA LAMPADA QUILO - KG,KG,5.53
90009644,TRAF POTL IND 138KV 1200:1 0.3P400 EXT,PEÇ,0.04
90010472,SUCATA CONJUNTO MEDIÇÃO C/TC E TP,KG,13609.71
90010524,TC 13.8KV 160:1 800/5A EXT,PEÇ,0.00
90010561,TP 138KV 700:1200:1 0.3WXYZ/0.6Z EXT,PEÇ,0.01
90010751,TC 138KV 1200/5A 10B800 1EN EXT,PEÇ,0.06
90010781,DISJUNTOR PVO 145 KV 1250A 25kA,PEÇ,0.02
90010801,CAPACITOR POTENCIA 19920V 300kVAR 34.5KV,PEÇ,37780.18
90015570,TP 138KV 700:1200:1 0.3WXYZ EXT,PEÇ,1701.38
90017902,TC 138KV 1200:1 6000/5A 10L800 EXT,PEÇ,23654.12
90018480,TC 34.5KV 0.3C12.5  300/5A 1ENR EXT,PEÇ,4582.77
90018581,TC 34.5KV 0.3C25  300/5A 1ENR EXT,PEÇ,0.06
90018582,TP 34.5KV 175:300:1 0.3WXYZ/0.6Z EXT,PEÇ,0.06
90018583,TP 34.5KV 175:300:1 0.3P75 1EN EX 500VA,PEÇ,0.03
90018898,SUCATA EQUIPAMENTOS ELETRONICOS,KG,10014.70
90019265,TC 138KV 240:1 1200-5 10L800 EXT,PEÇ,5560.77
90019333,DISJUNTOR OLEO 123 KV 1250A 25kA EXT,PEÇ,0.01
90019380,TP 145KV 1200:1 >138 115 0.3P200 EXT,PEÇ,14818.32
