MATERIAL	DESCRIÇÃO	UNID	TIPO DE MATERIAL	TEM CA?
5185	PONTEIRA DE VARA DE MANOBRA	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5186	ATERRAMENTO TEMPORÁRIO ALTA TENSÃO - 22KV COM 3 BASTÕES	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5187	ATERRAMENTO TEMPORÁRIO REDE SECUNDÁRIA BT COM 4 BASTÕES DE 300MM	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5204	DETECTOR DE TENSÃO POR APROXIMAÇÃO - TIPO CANETA - 50 A 1.000 V	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5206	CAIXA METÁLICA-SMF 1200x800x310MM BEGE REAL7032 PINTURA ELETROSTATICA	PÇ	OUTROS	-
5232	DETERGENTE LÍQUIDO 5L	UNID	OUTROS	-
5239	LUVA ISOLANTE DE BORRACHA CLASSE 2 TIPO II TAMANHO 10,5''	PÇ	EPI/EPC/FERRAMENTAL	SIM
5247	SWITCH 24 PORTAS 10/100/1000	UNID	OUTROS / CAM	-
5251	BATERIA 4250 1/2 AA 3.6V LITHIUM - DIÂM.14MM X ALT.25MM	UNID	OUTROS	-
5259	CAVADEIRA ARTICULADA LIGHT	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5260	CAVADEIRA RETA, CABO METÁBILICO E SOCADOR	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5267	DESINFETANTE 5L FLORAL	UND  	OUTROS	-
5271	MEDIDOR ELETRONICO TRIFÁSICO MTSE02 C1, 120V	PC   	FABRICAÇÃO	-
5272	CAPACIMETRO DIGITAL	UND  	EPI/EPC/FERRAMENTAL	NÃO
5285	VARA DE MANOBRA	UNID	OUTROS / CAM	-
5318	MANGA DE BORRACHA CLASSE 2	PÇ	EPI/EPC/FERRAMENTAL	SIM
5351	CALÇO DE RODA PARA CAMINHÃO	UND  	EPI/EPC/FERRAMENTAL	NÃO
5417	ETIQUETA ADESIVA LOGO ANATEL P/MÓDULO RF	UND  	FABRICAÇÃO	-
5444	CABO VGA X VGA 3M	UNID	OUTROS / CAM	-
5455	LUVA DE COBERTURA P/LUVA DE BORRACHA-EPI  TAM. P	PAR  	EPI/EPC/FERRAMENTAL	SIM
5456	LUVA DE COBERTURA P/LUVA DE BORRACHA-EPI  TAM. M	PAR  	EPI/EPC/FERRAMENTAL	SIM
5466	HD EXTERNO PORTATIL 1TB USB 3.0	UND  	OUTROS	-
5469	CAPA DE LONA P/ CESTO AÉREO (LINER)	UNID	OUTROS	-
5486	ESCADA SINGELA FIBRA DE VIDRO 4,00M	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5496	GARRAFÃO TÉRMICO P/ ÁGUA, CAP. 5 LITROS	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5497	CHAVE FUSIMECK	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5498	CHAVE DE FENDA N° 10 COM HASTE ISOLADA  - 1/4x4''	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5499	CHAVE DE FENDA N° 8 COM HASTE ISOLADA 1/8''x3.1/8''	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5500	GUIA PASSA FIO	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5501	PRANCHETA	PÇ	ESCRITÓRIO	-
5509	BROCA 3/16 AÇO RÁPIDO	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5510	BROCA 3/16 VÍDEA PARA CONCRETO	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5511	CHAVE FACA RETA ISOLADA 1000V	pç	EPI/EPC/FERRAMENTAL	NÃO
5512	TALHADEIRA DE AÇO 150/16	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5513	JOGO DE CHAVE ALLEN	pç	EPI/EPC/FERRAMENTAL	NÃO
5515	CAVADEIRA SEM CABO RETA	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5516	LÂMPADA DE 200W X127V	PÇ	OUTROS	-
5517	LANTERNA TAMANHO MÉDIO	PÇ	OUTROS	-
5518	RECEPTÁCULO PARA LÂMPADA	PÇ	OUTROS	-
5526	CORDA P/AMARRAR ESCADA - 3 METROS - ESPESSURA DE 10MM	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5527	CORDA - IÇAMENTO - 20 METROS - ESPESSURA DE 1MM	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5528	MULTÍMETRO LCD 3 1/2 750 VCA	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5531	CALCULADORA	PÇ	ESCRITÓRIO	-
5532	LUPA - DIÂMETRO DE 10CM	PÇ	OUTROS	-
5539	ETIQUETA TRANS CAM BRASIL 1723001	UND  	OUTROS	-
5570	BOLSA PARA MANGA ISOLANTE	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5573	CAMISA SOCIAL MANGA LONGA AZUL ESCURO P	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5574	CAMISA SOCIAL MANGA CURTA AZUL CLARO P	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5576	CAMISA SOCIAL MANGA LONGA AZUL ESCURO M	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5577	CAMISA SOCIAL MANGA LONGA AZUL ESCURO G	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5578	CAMISA SOCIAL MANGA LONGA AZUL ESCURO GG	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5579	CAMISA SOCIAL MANGA CURTA AZUL CLARO M	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5580	CAMISA SOCIAL MANGA CURTA AZUL CLARO G	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5581	CAMISA SOCIAL MANGA CURTA AZUL CLARO GG	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5582	CINTA 50MM 2TON POLISTER VERMELHA, GANCHO UNIVERSAL 2,00MT	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5583	PONTEIRA 50MM 2TON POLISTER VERMELHA, GANCHO UNIVERSAL 0,30 MT	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5584	CINTA 25MM, PE, 500KG GANCHO S MOTO 5/16 1,00 MT	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5585	PONTEIRA 25MM, PE, 500KG G S 5/16, FIV CATRACA 0,20 MT	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5592	FAIXA REFLETIVA P/ CONE	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5593	VISEIRA INCOLOR PARA PROTETOR FACIAL MSA 200	PÇ	EPI/EPC/FERRAMENTAL	SIM
5603	HD EXTERNO 500 GB	UND  	OUTROS	-
5623	ADESIVO VELOCIDADE MÁX. 80KM 5CM	PÇ	OUTROS	-
5624	ADESIVO VELOCIDADE MÁX. 80KM 20CM	PÇ	OUTROS	-
5644	GPS GARMIN NUVI 42	PÇ	OUTROS	-
5646	MANTA BORRACHA BT MODELO CL TAMANHO 800X330	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5654	ETIQUETA PAINEL NAMEPLATE 5(20) A	UND  	OUTROS	-
5657	TENDA 6X3	PÇ	OUTROS	-
5675	CANETA PARA QUADRO BRANCO COR PRETA	PÇ	ESCRITÓRIO	-
5676	ETIQUETA PAINEL NAMEPLATE ION 7650B	UND  	OUTROS	-
5697	SACO DE AREIA 10 LITROS	UNID	OUTROS / CAM	-
5717	CAIXA DIFJ BT 100A PM-1759I1	PÇ	OUTROS	-
5718	CAIXA DERIVAÇÃO DED 1905	PÇ	OUTROS	-
5719	CINTURÃO SEG 50MM LARG C/ CINTO, FIVELA	PÇ	EPI/EPC/FERRAMENTAL	NÃO
5724	MÓDULO DE INTERRUPÇÃO TRIFÁSICO	UND  	FABRICAÇÃO	-
5745	CABO RÍGIDO 16MM² 0,6/1KV	MT   	FABRICAÇÃO	-
5747	COMPRESSA DE GAZE ESTERIL 7,5X7,5 PLASCALP C/10	PÇ	OUTROS	-
5748	RIODENE	PÇ	OUTROS	-
5749	ESPARADRAPO 5X4,5	PÇ	OUTROS	-
5750	LUVAL ESTERIL	PÇ	OUTROS	-
5751	ATADURA CREPE NEVE 10 CM	PÇ	OUTROS	-
5752	ALGODÃO 25 G	PÇ	OUTROS	-
5753	ESTOJO PRIMEIROS SOCORROS	PÇ	OUTROS	-
5754	BEBEDOURO INDUSTRIAL 300L	PÇ	OUTROS	-
5779	CHAVE CANHÃO M 13MM ISOLADA	UNID	EPI/EPC/FERRAMENTAL	NÃO
5781	TRINCHA 2 ½'' ATLAS	UND  	OUTROS	-
5785	CARTÃO DE MEMÓRIA 16G	PÇ	OUTROS	-
5824	PÉ DE CABRA EM AÇO 600X29X15 MM	UNID	EPI/EPC/FERRAMENTAL	NÃO
5828	PEDESTAL ZEBRADO	PÇ	OUTROS	-
5829	CORRENTE PLÁSTICA PARA ISOLAMENTO DE ÁREA PRETA E AMARELA	MT   	OUTROS	-
5845	SACOLA NYLON DUBLADO PARA PROTETOR FACIAL	UND  	EPI/EPC/FERRAMENTAL	NÃO
5846	CAPA EM NYLON DUBLADO PARA ÓCULOS	UND  	EPI/EPC/FERRAMENTAL	NÃO
5850	VENTILADOR DE COLUNA OSCILANTE PRETO TUFÃO 60 BIVOLT	UND  	OUTROS	-
5851	CORREIAS	pç	OUTROS	-
5876	PLACA DE PVC PARA FIXAÇÃO (CONCENTRADOR SECUNDÁRIO	UND  	FABRICAÇÃO	-
5877	CAMISA SOCIAL MANGA CURTA AZUL CLARO TAMANHO ESPECIAL	UND  	EPI/EPC/FERRAMENTAL	NÃO
5878	METALATEX FOSCO BASE 1/18	UND  	OUTROS	-
5884	SUPLEMENTO ISOTÔNICO EM PÓ SUDRAT 10G	UND  	OUTROS	-
5887	VENTILADOR DE PAREDE OSCILANTE 40 CM LOREN SID 127 V PT	UND  	OUTROS	-
5904	TABLET SAMSUNG GALAXY TAB2 7.0 16 GB 3G	UND  	OUTROS	-
5912	"BOX ELETRODUTO FIXELE 1"""	PÇ	FABRICAÇÃO	-
5913	ETIQUETA PARA BASTÃO DE MANOBRA / VARA TELESCOPICA	PÇ	OUTROS	-
5918	ADESIVO VELOCIDADE MÁX. 80KM 50X11CM RETANGULAR	UND  	OUTROS	-
5922	TRAFO CORRENTE BCS 10B	UND  	OUTROS	-
5927	CAIXA CONTENTORA 31X36X55 - 55 LITROS	UND  	OUTROS	-
5929	ROLDANA PARA ESCADA	UND  	EPI/EPC/FERRAMENTAL	NÃO
5930	SAPATA PARA ESCADA	UND  	EPI/EPC/FERRAMENTAL	NÃO
5932	GARRAFA PLÁSTICA 500ML - SQUEEZE	UND  	OUTROS	-
5934	CONTATOR POT SC 165 3P 1NA+ 1NF 660V BOB2 S-C165A11M	UND  	OUTROS	-
5935	BANDEIROLA DE SINALIZAÇÃO PADRÃO ENEL	UND  	EPI/EPC/FERRAMENTAL	NÃO
5945	CABO FLEX 1 KV 90 GR 25,00MM PRETO	MT   	FABRICAÇÃO	-
5951	TINTA SUVINIL ACRIL. FOSCO PALHA 18 L	UND  	OUTROS	-
5952	TINTA METALATEX LARANJA 18 L	UND  	OUTROS	-
5954	TINTA DE DEMARCAÇÃO BRANCA 18 L	PÇ	OUTROS	-
5955	CAMISA ANTI-CHAMAS PADRÃO CAM TAMANHO M	UND  	EPI/EPC/FERRAMENTAL	SIM
5956	CALÇA ANTI-CHAMAS PADRÃO CAM TAMANHO M	UND  	EPI/EPC/FERRAMENTAL	SIM
5957	CAMISA ANTI-CHAMAS PADRÃO 3C TAMANHO G	UND  	EPI/EPC/FERRAMENTAL	SIM
5958	CALÇA ANTI-CHAMAS PADRÃO CAM TAMANHO G	UND  	EPI/EPC/FERRAMENTAL	SIM
5980	SACO DE LIXO 100L	UNID	OUTROS	-
5981	SACO DE LIXO 20 LT	UND  	OUTROS	-
6025	TERMINAL OHAL 0,5 - 1,5	UND  	FABRICAÇÃO	-
6026	CABINHO FLEXÍVEL 750V 0,75MM²	UND  	FABRICAÇÃO	-
6027	CHAVE DE BOCA 6MM ISOLADA 1000V	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6028	CHAVE DE BOCA 7MM ISOLADA 1000V	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6029	CHAVE DE BOCA 19MM ISOLADA 1000V	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6056	FURADEIRA /PARAFUSADEIRA DEWALT	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6057	JOGO DE CHAVES COMBINADAS COM CATRACA	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6058	JOGO DE CHAVES E SOQUETES SEXTAVADOS 120 PEÇAS	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6059	TERMINAL OLHAL 1,5 - 3,0	UND  	FABRICAÇÃO	-
6093	CABO FLEX 1KV 90GR 16.00MM PRETO	MT   	OUTROS	-
6094	PARAFUSADEIRA 4,8 VOLTS MOD6723DW 27V	UND  	EPI/EPC/FERRAMENTAL	NÃO
6099	COMPRESSOR 1/3 R134 220V EMBRACO EGAS 100HLR	PÇ	OUTROS	-
6102	NUMERADOR AUTOMÁTICO DE METAL 	PÇ	ESCRITÓRIO	-
6109	ROTULADOR BROTHER PT-80	pç	OUTROS	-
6115	TC - TRAFO CORRENTE BCS10B	PÇ	OUTROS	-
6117	CABO FLEX 1,5MM 750V AZUL	pç	OUTROS	-
6118	CABO FLEX 1,5MM 750V VERDE E AMARELO	pç	OUTROS	-
6119	TESOURA PARA CHAPA STANLEY	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6121	BORNE ELÉTRICO CDS6U	pç	OUTROS	-
6122	TAMPA DE BORNE EPCDS6U	pç	OUTROS	-
6125	ANTENA EXTERNA PARA GPS	pç	OUTROS	-
6126	ION CODI CONVERSOR	pç	OUTROS	-
6138	DATA LOGGER TESTO MODELO 174H	UND  	OUTROS	-
6139	TESTO 174D - INTERFACE DE COMUNICAÇÃO USB	UND  	OUTROS	-
6140	INTERFONE	PÇ	OUTROS	-
6141	FITA DUPLA FACE 18MMX30M	pç	ESCRITÓRIO	-
6145	ADESIVO LOGO CAM PARA VEÍCULO COM FORMATO 27X10CM	PÇ	OUTROS	-
6155	TINTA SUVINIL PISO CINZA	PÇ	OUTROS	-
6156	TINTA EPOXI DÁGUA BRANCA	PÇ	OUTROS	-
6172	ADAPTADOR Nº2 P/ SERRA COPO DE 32MM A 210MM	UND  	EPI/EPC/FERRAMENTAL	NÃO
6178	LUVA ANTI-CORTE MAPA 557 - TAMANHO G	PAR  	EPI/EPC/FERRAMENTAL	SIM
6179	LUVA ANTI-CORTE MAPA 557 - TAMANHO XG	PAR  	EPI/EPC/FERRAMENTAL	SIM
6196	"ESGUINCHO REGULAVEL DE 2"" 1/2"	UNID	OUTROS	-
6238	DISJUNTOR TRIPOLAR 125A 127V	UND  	OUTROS	-
6248	CAPACETE SEGURANÇA ABA FRONTAL 38MM MSA COR VERDE SEM LOGO	UND  	EPI/EPC/FERRAMENTAL	SIM
6263	MASSA ACRÍLICA	UND  	OUTROS	-
6264	ROLO DE 23 CM DE LÃ ANTIGOTAS C/ CABO ATLAS	UND  	OUTROS	-
6265	ROLO DE 5CM ATLAS	UND  	OUTROS	-
6266	TINTA CERÂMICA	UND  	OUTROS	-
6268	SUPORTE PARA ROLO	UND  	OUTROS	-
6274	TINTA DE DEMARCAÇÃO AMARELA 18L	LT	OUTROS	-
6275	TINTA ESMALTE PRETO	LT	OUTROS	-
6276	ÁGUA RAZ	LT	OUTROS	-
6277	TINTA EPOXI	LT	OUTROS	-
6278	SUVINIL PISO AMARELO	LT	OUTROS	-
6289	RECOLHEDOR DE FITA DE SINALIZAÇÃO DE ALUMINIO	UND  	EPI/EPC/FERRAMENTAL	NÃO
6290	SOQUETE ANTIVIBRATORIO T8	UND  	OUTROS	-
6292	TUBO TERMORETRÁTIL DE 1/4'' COR PRETA COM ADESIVO INTERNO 6,0X2,0MM	MT   	OUTROS	-
6293	TUBO TERMORETRÁTIL DE 3/8'' COR PRETA COM ADESIVO INTERNO 9,0X3,0MM	MT   	OUTROS	-
6294	TUBO TERMORETRÁTIL DE 1/2'' COR PRETA COM ADESIVO INTERNO 12,0X3,0MM	MT   	OUTROS	-
6296	TUBO TERMORETRÁTIL DE 1.1/4'' COR PRETA COM ADESIVO INTERNO 30,0X8,0MM	MT   	OUTROS	-
6300	TUBO TERMORETRÁTIL DE 1/8'' TRANSPARENTE SEM ADESIVO 3,2X1,6MM	MT   	OUTROS	-
6303	TUBO TERMORETRÁTIL DE 1/2'' TRANSPARENTE SEM ADESIVO 12,7X6,4MM	MT   	OUTROS	-
6304	TUBO TERMORETRÁTIL DE 3/4'' TRANSPARENTE SEM ADESIVO 19,0X9,5MM	MT   	OUTROS	-
6305	TUBO TERMORETRÁTIL DE 1'' TRANSPARENTE SEM ADESIVO 25,4X12,7MM	MT   	OUTROS	-
6307	TINTA SUVINIL BASE LÁTEX PVA	PÇ	OUTROS	-
6308	LIXA MADEIRA	UND  	OUTROS	-
6322	TONER HP CE310A PRETO (126A) M175A	UND  	ESCRITÓRIO	-
6323	TONER HP CE311A CYAN (126A) M175A	UND  	ESCRITÓRIO	-
6324	TONER HP CE312A AMARELO (126A) M175A	UND  	ESCRITÓRIO	-
6325	TONER HP CE313A MAGENTA (126A) CP 1025	UND  	ESCRITÓRIO	-
6346	FITA CREPE 25X50	PÇ	OUTROS	-
6352	MÓDULO DE CONTROLE MODELO JDC02HD 240V 60Hz VERSÃO 03	UND  	FABRICAÇÃO	-
6353	INTERFACE DE COMUNICAÇÃO PLC PRO 16 MODEL I	UND  	FABRICAÇÃO	-
6389	ALARME DE INC. COM 12 SETORES 12V-COM BATERIA	UND  	OUTROS	-
6390	BOTOEIRA P/ ALARME DE INC. C/ SUPERVISÃO 12/24VCC	UND  	OUTROS	-
6391	SIRENE AUDIO VISUAL 12 OU 24V	UND  	OUTROS	-
6397	TRANSFORMADOR DE MÓDULO DE CONTROLE JDC02D 220V	UND  	OUTROS	-
6398	PLACA MÃE DE MÓDULO DE CONTROLE JDC02HD 240V	UND  	OUTROS	-
6400	"CAMISA MALHA CINZA MESCLA 100% ALG.""3C"" TAM. ESPECIAL"	PÇ	EPI/EPC/FERRAMENTAL	NÃO
6401	VARIADOR DE VOLTAGEM MONO,MANUAL, E220V,S0-240V,7,5A,1,8KVA	UNID	OUTROS	-
6405	PROTETOR LABIAL FPS 35, BASTÃO 5GR	UND  	EPI/EPC/FERRAMENTAL	NÃO
6411	VASSOURA DE PELO SINTÉTICO 40 CM	UND  	OUTROS	-
6412	RODO MADEIRA 40 CM	UND  	OUTROS	-
6413	ODORIZADOR DE AR 360 ML	UND  	OUTROS	-
6414	PAPEL TOALHA 20X21 CM C/ 1000 FL	PCT	OUTROS	-
6415	SACO DE LIXO 200L MÉDIO PR. C/100UN	PCT	OUTROS	-
6417	LIMPA VIDROS VIDREX C/ ALCOOL 500ML	UND  	OUTROS	-
6420	CAMISA ANTI-CHAMAS PADRÃO ENEL TAMANHO XG	UND  	EPI/EPC/FERRAMENTAL	SIM
6435	CARTÃO DE MEMÓRIA 8GB	UND  	ESCRITÓRIO	-
6442	MACACÃO APICULTOR RETARDANTE A CHAMAS,PADRÃO ENEL	UND  	EPI/EPC/FERRAMENTAL	SIM
6461	RECIBO PAG. LAB 02 2VIAS C/ BLOQ. C/ 2000	CX	ESCRITÓRIO	-
6469	FITA NYLON PARA IMPRESSORA MATRICIAL LX350L	CX	ESCRITÓRIO	-
6479	LUSTRA MOVEIS 200 ML	UNID	OUTROS	-
6480	ALVEJANTE LÍQUIDO 5L	UNID	OUTROS	-
6491	CAPACITOR ELETROLÍTICO 1000MF E4	PÇ	OUTROS	-
6492	CAPACITOR ELETROLÍTICO 1000MF 10V C39	PÇ	OUTROS	-
6493	CAPACITOR ELETROLÍTICO 470MF E3	PÇ	OUTROS	-
6494	CAPACITOR SMD P/ CIRCUITO IMPRESSO 22PF C49	PÇ	OUTROS	-
6495	FILTRO CAPACITIVO P/ MOD.CONTROLE 20K 300 (RV1/RV2/RV3)	PÇ	OUTROS	-
6496	CAPACITOR ELETROLÍTICO 100MF 16V E5	PÇ	OUTROS	-
6497	INDUTOR 33MH L5	PÇ	OUTROS	-
6498	CI DE COMUNICAÇÃO RS485 U4 (CHIP 485)	PÇ	OUTROS	-
6499	CI DE COMUNICAÇÃO U8 (CHIP U8)	PÇ	OUTROS	-
6500	CI DE COMUNICAÇÃO U5 (CHIP U5)	PÇ	OUTROS	-
6501	CI DE COMUNICAÇÃO U7 (CHIP U7)	PÇ	OUTROS	-
6502	CRISTAL P/ CIRCUITO INTEGRADO 12MHZ CRY1	PÇ	OUTROS	-
6503	CRISTAL P/ CIRCUITO INTEGRADO 20MHZ CRY2	PÇ	OUTROS	-
6504	FILTRO CAPACITIVO P/ MOD.CONTROLE CF61	PÇ	OUTROS	-
6505	FILTRO CAPACITIVO P/ MOD.CONTROLE CF60	PÇ	OUTROS	-
6506	FILTRO PTC RESISTIVO PTC1	PÇ	OUTROS	-
6508	RESISTOR 820 SMD P/ PLACA DE CIRCUITO IMPRESSO - R77	PÇ	OUTROS	-
6509	RESISTOR 820 SMD P/ PLACA DE CIRCUITO IMPRESSO - R76	PÇ	OUTROS	-
6510	RESISTOR 1,2 SMD - R14/R15	PÇ	OUTROS	-
6511	TRANSFORMADOR DE TENSÃO 12V/6K TR1/TR2/TR3	PÇ	OUTROS	-
6512	TRANSISTOR Q1 P/ MOD. CONTROLE	PÇ	OUTROS	-
6513	TRANSISTOR Q2 SMD	PÇ	OUTROS	-
6514	CAPACITOR ELETROLÍTICO 470MF E1	PÇ	OUTROS	-
6519	LUVA ANTI-CORTE MAPA 582 KRYNIT - TAMANHO 10	PAR  	EPI/EPC/FERRAMENTAL	SIM
6532	COPO PLÁSTICO PP DESCARTÁVEL 80ML (COM 2500)	CX	OUTROS	-
6548	PALETE DE MADEIRA MED 1.00 X 1.20	UNID	OUTROS / CAM	-
6554	PASTILHA DE HIPOCLORITO DE CÁLCIO A 40%	UND  	OUTROS	-
6555	ADESIVO P/ CESTO AÉREO FORMATO 45X64CM	UND  	OUTROS	-
6556	DISJUNTOR MOTOR SIEMENS 3RV SOO 14,0 - 20,0A 3RV1021 - 4BA10	UND  	OUTROS	-
6560	LENTE P/ ÓCULOS GÊNESIS XC COR CINZA	UND  	EPI/EPC/FERRAMENTAL	NÃO
6561	KIT FITA DIAGRAMA BVDR - TACÓGRAFO/BOBINA	BOBINA	OUTROS	-
6562	PASTA PLÁSTICA C/ CANALETA MODELO A4	UND  	ESCRITÓRIO	-
6567	CINTA LEG 2 PERNAS 500KG X1M - FATOR 3X1	UND  	EPI/EPC/FERRAMENTAL	NÃO
6572	TAMBOR DE IMAGEM LASERJET HP 126A (CE 314A)	PEÇA	OUTROS	-
6575	BOBINA TÉRMICA P/ REP 57MM X 100M (RELÓGIO DE PONTO)	BOBINA	ESCRITÓRIO	-
6578	FONTE P/ COMPUTADOR HP ALL-IN ONE	PÇ	OUTROS	-
6587	ALICATE BOMBA D'ÁGUA P/ TERMINAL ADP CB CONC.	UNID	EPI/EPC/FERRAMENTAL	NÃO
6616	CHAVE FACA CURVA ISOLADA 1000V	UND  	EPI/EPC/FERRAMENTAL	NÃO
6618	BOTTON METAL NIQUEL C/ RESINA (PIN CIPA)	UND  	OUTROS	-
6619	CINTA DE BORRACHA EXTENSÍVEL	PEÇA	EPI/EPC/FERRAMENTAL	NÃO
6620	CINTA DE BORRACHA SINGELA	PEÇA	EPI/EPC/FERRAMENTAL	NÃO
6625	ALICATE Y-35 P/ PRENSAR TERMINAL	UNID	EPI/EPC/FERRAMENTAL	NÃO
6626	CAMELÃO P/ CABO 1/0 A 4/0 DISPOS. P/ TRACIONAR CABO	UND  	EPI/EPC/FERRAMENTAL	NÃO
6627	CAMELÃO P/ CABO 2 A 1/0 DISPOS. P/ TRACIONAR CABO	UND  	EPI/EPC/FERRAMENTAL	NÃO
6628	CAMELÃO P/ CABO 336,4 DISPOS. P/ TRACIONAR CABO	UND  	EPI/EPC/FERRAMENTAL	NÃO
6629	CAMELÃO P/ FIO 6 DISPOS. P/ TRACIONAR CABO	UND  	EPI/EPC/FERRAMENTAL	NÃO
6630	CATRACA CORRENTE DISPOS. P/ TRACIONAR CABO	UND  	EPI/EPC/FERRAMENTAL	NÃO
6632	MATRIZ P/ ALICATE Y35 (321)	PAR  	EPI/EPC/FERRAMENTAL	NÃO
6633	PODÃO ARCOS (P/ PODAR ÁRVORES)	UND  	EPI/EPC/FERRAMENTAL	NÃO
6634	DISPOSITIVO DE LIMPEZA (ESCOVA DE AÇO)	UND  	EPI/EPC/FERRAMENTAL	NÃO
6637	"ADESIVO ""EMERGÊNCIA"" FORMATO 62 X 11CM"	UNID	OUTROS	-
6644	BEBEDOURO DE COLUNA COMPRESSOR	UND  	OUTROS	-
6646	SACA CARTUCHO	UNID	EPI/EPC/FERRAMENTAL	NÃO
6647	MATRIZ P/ Y-35 (249)	PAR  	EPI/EPC/FERRAMENTAL	NÃO
6648	CÂMERA VEICULAR MODELO XDRIVEN DRS2000 SE	UND  	OUTROS	-
6650	PLUG-IN DE CONEXÃO	PEÇA	OUTROS	-
6655	FUSIVEL DE VIDRO 7A	UND  	OUTROS	-
6656	PORTA FUSIVEL C/RABICHO	UND  	OUTROS	-
6659	SERROTE FIXO DE PODA 12	UND  	OUTROS	-
6660	LAMINA P SERROTE FIXO DE PODA 12	UND  	OUTROS	-
6661	SERROTE PODADOR DE GALHOS C SERROTE S CABO	UND  	OUTROS	-
6662	LAMINA P PODADOR A DISTANCIA	UND  	OUTROS	-
6664	ESTICADOR DE CORREIA	UND  	EPI/EPC/FERRAMENTAL	NÃO
6665	"ADESIVO ""PREVENÇÃO DE RISCOS DE ACIDENTES"" REDONDO 41X41"	UNID	OUTROS	-
6668	CABO FORÇA 3X0,75MM 500V 180G 1,2M	UNID	OUTROS	-
6700	ARLA 32	BALDE	OUTROS	-
6703	DETECTOR DE TENSÃO POR CONTATO 50V À 20KV	UNID	EPI/EPC/FERRAMENTAL	NÃO
6708	BOLSA P/ BASTÃO DE MANOBRA 3800MM	PEÇA	EPI/EPC/FERRAMENTAL	NÃO
6710	BOLSA P/ BASTÃO DE MANOBRA 3200MM	PEÇA	EPI/EPC/FERRAMENTAL	NÃO
6711	BOLSA P/ VARA DE MANOBRA DE 06 ELEMENTOS	PEÇA	EPI/EPC/FERRAMENTAL	NÃO
6712	TONER COMPATÍVEL P/ IMPRESSORA HP LASERJET	UNID	ESCRITÓRIO	-
6723	ETILÔMETRO MOD. ALCOSTOP A C/ CALIBRAÇÃO (BAFÔMETRO)	UNID	OUTROS	-
6724	BOCAL P/ ETILÔMETRO MOD. ALCOSTOP 	UNID	OUTROS	-
6746	GARRA JACARÉ P/ FIO 4MM - PRETO	PEÇA	OUTROS	-
6759	PLUG BANANA P/ FIO 4MM - VERMELHO	PEÇA	OUTROS	-
6760	PLUG BANANA P/ FIO 4MM - PRETO	PEÇA	OUTROS	-
6761	GARRA JACARÉ P/ FIO 4MM - VERMELHO	PEÇA	OUTROS	-
6763	ETIQUETA LACRE MR 2CM X 3CM (PADRÃO ENEL)	UNID	OUTROS	-
6764	CAIXA PAPELÃO ONDULADA  390 X 320 X 310MM	UNID	OUTROS	-
6765	CONECTOR BR8F1-04 (4VIAS)	PEÇA	OUTROS	-
6766	CABO FLEX 750V 0,75MM PRETO	METRO	OUTROS	-
6767	CABO FLEX 750V 0,75MM VERMELHO	METRO	OUTROS	-
6768	CABO FLEX 750V 0,75MM BRANCO	METRO	OUTROS	-
6769	CABO FLEX 750V 0,75MM AZUL	METRO	OUTROS	-
